TRIAL,TURN_COUNT,CURRENT_CAMERA_OF_CONVERSATION,PREVIOUS_CAMERAS_OF_CONVERSATION,PREVIOUS_FEATURES_OF_CONVERSATION,CUSTOMER_ACTION,CUSTOMER_LOCATION,CUSTOMER_TOPIC,CUSTOMER_SPEECH,OUTPUT_SHOPKEEPER_ACTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_TOPIC,SHOPKEEPER_SPEECH
27,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,
27,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?
27,3,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Fujifilm X-T20.
27,4,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['color'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_2,color,This one comes in black or silver.
27,5,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['color'], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_2,NONE,ok do you have any other cameras,S_INTRODUCES_CAMERA,CAMERA_3,,Let me show you this. Here we have the Panasonic LUMIX GH5s C4K Mirrorless ILC Camera.
27,6,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['color'], 'CAMERA_3': ['ISO']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_3,ISO,This one has up to 51200 ISO.
27,7,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['color'], 'CAMERA_3': ['ISO', 'effects']}",C_QUESTION_ABOUT_FEATURE,CAMERA_3,effects,does it have any effect modes,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_3,effects,"This one has 22 creative mode settings (retro, sepia, etc.)."
27,8,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['color'], 'CAMERA_3': ['ISO', 'effects', 'weight']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_3,weight,This one weighs 580 grams (body only).
27,9,NONE,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['color'], 'CAMERA_3': ['ISO', 'effects', 'weight']}",C_THANK_YOU,CAMERA_3,NONE,thank you for your help,S_THANK_YOU,CAMERA_3,NONE,thank you very much
27,10,NONE,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['color'], 'CAMERA_3': ['ISO', 'effects', 'weight']}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,
28,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,
28,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_WALKS_TO_CAMERA,CAMERA_1,NONE,,S_GREETS,CAMERA_1,NONE,can I help you?
28,3,CAMERA_3,['CAMERA_3'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,CAMERA_1,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_3,,Let me show you this. Here we have the Panasonic LUMIX GH5s C4K Mirrorless ILC Camera.
28,4,CAMERA_3,['CAMERA_3'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': ['camera_type']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_3,camera_type,This is a digital single lens mirrorless camera.
28,5,CAMERA_3,['CAMERA_3'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_QUESTION_ABOUT_FEATURE,CAMERA_3,sensor_size,what is the sensor size,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_3,sensor_size,This one has a 17.3 x 13.0 mm (in 4:3 aspect ratio).
28,6,CAMERA_2,"['CAMERA_3', 'CAMERA_2']","{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_3,NONE,ok do you have any other cameras,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Fujifilm X-T20.
28,7,CAMERA_2,"['CAMERA_3', 'CAMERA_2']","{'CAMERA_1': [], 'CAMERA_2': ['effects'], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_2,effects,"This one has 8 advanced filters (toy camera, miniature, etc.)."
28,8,CAMERA_2,"['CAMERA_3', 'CAMERA_2']","{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type'], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_2,camera_type,This is a mirrorless camera.
28,9,CAMERA_2,"['CAMERA_3', 'CAMERA_2']","{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type', 'long_exposure'], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,long_exposure,can it take long exposure shots,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,long_exposure,This one can take long exposures up to 60 minutes max with bulb mode.
28,10,CAMERA_2,"['CAMERA_3', 'CAMERA_2']","{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type', 'long_exposure', 'settings'], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,settings,what kind of settings does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,settings,This one has manual and automatic settings.
28,11,CAMERA_2,"['CAMERA_3', 'CAMERA_2']","{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type', 'long_exposure', 'settings', 'optical_zoom'], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,optical_zoom,does it have optical zoom,S_NOT_SURE,CAMERA_2,,I'm not really sure about that
28,12,NONE,"['CAMERA_3', 'CAMERA_2']","{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type', 'long_exposure', 'settings', 'optical_zoom'], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_THANK_YOU,CAMERA_2,NONE,thank you for your help,S_THANK_YOU,CAMERA_2,NONE,thank you very much
28,13,NONE,"['CAMERA_3', 'CAMERA_2']","{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type', 'long_exposure', 'settings', 'optical_zoom'], 'CAMERA_3': ['camera_type', 'sensor_size']}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,
29,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,
29,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?
29,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Canon PowerShot ELPH 360 HS.
29,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['settings'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,settings,what kind of settings does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,settings,This one has limited manual settings.
29,5,NONE,['CAMERA_1'],"{'CAMERA_1': ['settings'], 'CAMERA_2': [], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_1,NONE,thank you for your help,S_THANK_YOU,CAMERA_1,NONE,thank you very much
29,6,NONE,['CAMERA_1'],"{'CAMERA_1': ['settings'], 'CAMERA_2': [], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,
30,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,
30,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?
30,3,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Fujifilm X-T20.
30,4,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,settings,what kind of settings does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,settings,This one has manual and automatic settings.
30,5,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,resolution,what is the resolution,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,resolution,This one has 24.3 megapixels resolution.
30,6,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_2,autofocus_points,This one has 91 autofocus points.
30,7,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,camera_type,what kind of camera is this,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,camera_type,This is a mirrorless camera.
30,8,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,ISO,what is the ISO,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,ISO,This one has up to 12800 ISO.
30,9,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_2,sensor_size,This one has a 23.5mm x 15.6mm [APS-C] X-Trans CMOS III with primary color filter.
30,10,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,optical_zoom,does it have optical zoom,S_NOT_SURE,CAMERA_2,,I'm not really sure about that
30,11,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_2,price,This one costs $600 (body only).
30,12,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_2,color,This one comes in black or silver.
30,13,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_2,weight,This one weighs 380 grams.
30,14,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,long_exposure,can it take long exposure shots,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,long_exposure,This one can take long exposures up to 60 minutes max with bulb mode.
30,15,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_2,effects,"This one has 8 advanced filters (toy camera, miniature, etc.)."
30,16,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_2,ISO,This one has up to 12800 ISO.
30,17,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,preset_modes,does it have preset modes,S_NOT_SURE,CAMERA_2,,I'm not really sure about that
30,18,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_2,NONE,ok do you have any other cameras,S_INTRODUCES_CAMERA,CAMERA_3,,Let me show you this. Here we have the Panasonic LUMIX GH5s C4K Mirrorless ILC Camera.
30,19,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_3,camera_type,This is a digital single lens mirrorless camera.
30,20,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_3,autofocus_points,This one has 225 autofocus points.
30,21,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_3,effects,"This one has 22 creative mode settings (retro, sepia, etc.)."
30,22,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight']}",C_QUESTION_ABOUT_FEATURE,CAMERA_3,weight,how much does this one weigh,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_3,weight,This one weighs 580 grams (body only).
30,23,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_3,settings,"This one has manual control and various automatic settings (video modeburst shooting, etc.)."
30,24,CAMERA_3,"['CAMERA_2', 'CAMERA_3']","{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_QUESTION_ABOUT_FEATURE,CAMERA_3,price,how much does it cost,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_3,price,This one costs $2500 (body only).
30,25,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': [], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_3,NONE,ok do you have any other cameras,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Canon PowerShot ELPH 360 HS.
30,26,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,settings,what kind of settings does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,settings,This one has limited manual settings.
30,27,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings', 'color'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,color,what colors does this one come in,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,color,"This one comes in purple, black, silver."
30,28,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings', 'color', 'camera_type'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_1,camera_type,This is a point and shoot camera.
30,29,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings', 'color', 'camera_type', 'sensor_size'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,sensor_size,what is the sensor size,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,sensor_size,This one has a 1/2.3 inch CMOS sensor.
30,30,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings', 'color', 'camera_type', 'sensor_size', 'autofocus_points'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,how many autofocus points does it have,S_NOT_SURE,CAMERA_1,,I'm not really sure about that
30,31,CAMERA_1,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings', 'color', 'camera_type', 'sensor_size', 'autofocus_points', 'long_exposure'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,long_exposure,can it take long exposure shots,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,long_exposure,This one can take long exposures up to 15 seconds max with Long Shutter Mode.
30,32,,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings', 'color', 'camera_type', 'sensor_size', 'autofocus_points', 'long_exposure'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_1,NONE,ok do you have any other cameras,S_THATS_ALL_WE_HAVE_AVAILABLE,CAMERA_1,,That’s all we have available at the moment.
30,33,NONE,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings', 'color', 'camera_type', 'sensor_size', 'autofocus_points', 'long_exposure'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_THANK_YOU,CAMERA_1,NONE,thank you for your help,S_THANK_YOU,CAMERA_1,NONE,thank you very much
30,34,NONE,"['CAMERA_2', 'CAMERA_3', 'CAMERA_1']","{'CAMERA_1': ['settings', 'color', 'camera_type', 'sensor_size', 'autofocus_points', 'long_exposure'], 'CAMERA_2': ['settings', 'resolution', 'autofocus_points', 'camera_type', 'ISO', 'sensor_size', 'optical_zoom', 'price', 'color', 'weight', 'long_exposure', 'effects', 'ISO', 'preset_modes'], 'CAMERA_3': ['camera_type', 'autofocus_points', 'effects', 'weight', 'settings', 'price']}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,
31,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,
31,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?
31,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Canon PowerShot ELPH 360 HS.
31,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['sensor_size'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,sensor_size,what is the sensor size,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,sensor_size,This one has a 1/2.3 inch CMOS sensor.
31,5,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['sensor_size', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_1,camera_type,This is a point and shoot camera.
31,6,NONE,['CAMERA_1'],"{'CAMERA_1': ['sensor_size', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_1,NONE,thank you for your help,S_THANK_YOU,CAMERA_1,NONE,thank you very much
31,7,NONE,['CAMERA_1'],"{'CAMERA_1': ['sensor_size', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,
32,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,
32,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?
32,3,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Fujifilm X-T20.
32,4,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['color'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,color,what colors does this one come in,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,color,This one comes in black or silver.
