ACTION,TOPIC,CAMERA_OF_CONVERSATION,UTTERANCE
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have any other questions please let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have any questions just let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have any questions just let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have any questions please feel free to ask and please feel free to use the cameras as well
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have any questions please feel free to ask and please feel free to use the cameras as well
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have anything else to ask please let me know I'll get the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have anything else to ask please let me know I'll get the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have more questions I will be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you have more questions I will be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need any more help let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need any more help let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else I'll be at the service center
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else I'll be at the service center
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else I'll be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else I'll be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else I'll be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else I'll be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else I'll be in the service culture
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else I'll be in the service culture
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,If you need anything else I'll be there
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,If you need anything else I'll be there
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,If you need anything else just let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,If you need anything else just let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else please call me
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else please call me
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else please let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else please let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else please let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else please let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else please please let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything else please please let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything I will be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,if you need anything I will be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,I'll be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,I'll be at the service counter
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,let me know if you have any other questions
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,let me know if you have any other questions
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,let me know if you have any questions
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,let me know if you have any questions
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,let me know if you need any more help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,let me know if you need any more help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,let me know if you need anything else
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,let me know if you need anything else
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,no problem if you have any other questions I'll just be over here please feel free to ask
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,no problem if you have any other questions I'll just be over here please feel free to ask
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,Ok ask me if you need any more help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,Ok ask me if you need any more help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,"okay if you'd like to look around the other models that are available, they are all in this corner please feel free to browse if you have any other questions I'll just be here"
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,"okay if you'd like to look around the other models that are available, they are all in this corner please feel free to browse if you have any other questions I'll just be here"
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,okay thanks have a good sign if you have any questions please just ask okay thank you
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,okay thanks have a good sign if you have any questions please just ask okay thank you
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,only have a look around feel free to ask any other questions I'll just be here
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,only have a look around feel free to ask any other questions I'll just be here
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please call me at the service counter if you need any more help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please call me at the service counter if you need any more help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if I can help you
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if I can help you
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you have any other questions
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you have any other questions
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you have any questions
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you have any questions
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you have anything else to ask
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you have anything else to ask
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you need any help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you need any help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,Please let me know if you need any help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,Please let me know if you need any help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you need any help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you need any help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you need any more help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you need any more help
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you need any more help thank you
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,please let me know if you need any more help thank you
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,so you have anymore questions just let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,so you have anymore questions just let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,you know if you have any question to us
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,you know if you have any question to us
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,you're welcome if you have anything else just let me know
S_LET_ME_KNOW_IF_YOU_NEED_HELP,,,you're welcome if you have anything else just let me know
S_NO,,,no.
S_NO,,,no
S_NO,,,no
S_NO,,,no
S_NO,,,no
S_NO,,,no
S_NO,,,no
S_NO,,,no I'm sorry
S_NO,,,no I'm sorry
S_NONE,,,
S_NOT_SURE,,,I'm not really sure about that.
S_RETURNS_TO_COUNTER,,,
S_THANK_YOU,,,thank you very much.
S_THANK_YOU,,,anytime thanks for your time have a good afternoon
S_THANK_YOU,,,anytime thanks for your time have a good afternoon
S_THANK_YOU,,,excellent thank you for your business
S_THANK_YOU,,,excellent thank you for your business
S_THANK_YOU,,,fantastic thanks a lot
S_THANK_YOU,,,fantastic thanks a lot
S_THANK_YOU,,,good thanks yourself
S_THANK_YOU,,,good thanks yourself
S_THANK_YOU,,,great thanks for your time have a great afternoon
S_THANK_YOU,,,great thanks for your time have a great afternoon
S_THANK_YOU,,,Have a great afternoon thanks for time
S_THANK_YOU,,,Have a great afternoon thanks for time
S_THANK_YOU,,,I'm great thanks I enjoy working its a really good place to be
S_THANK_YOU,,,I'm great thanks I enjoy working its a really good place to be
S_THANK_YOU,,,look forward to seeing you again thank you for your time
S_THANK_YOU,,,look forward to seeing you again thank you for your time
S_THANK_YOU,,,no problem thank you for your time see you again soon
S_THANK_YOU,,,no problem thank you for your time see you again soon
S_THANK_YOU,,,no problem we'll see you soon thanks for your time
S_THANK_YOU,,,no problem we'll see you soon thanks for your time
S_THANK_YOU,,,no problem we'll see you soon thanks your time
S_THANK_YOU,,,no problem we'll see you soon thanks your time
S_THANK_YOU,,,no worries thank you for your time I look forward to seeing you again
S_THANK_YOU,,,no worries thank you for your time I look forward to seeing you again
S_THANK_YOU,,,no worries thanks for your time have a good afternoon
S_THANK_YOU,,,no worries thanks for your time have a good afternoon
S_THANK_YOU,,,ok thanks a lot for your time
S_THANK_YOU,,,ok thanks a lot for your time
S_THANK_YOU,,,okay I'll just come on in we might see you on Saturday alright thank you very much
S_THANK_YOU,,,okay I'll just come on in we might see you on Saturday alright thank you very much
S_THANK_YOU,,,okay thank you for your time have a good afternoon to you
S_THANK_YOU,,,okay thank you for your time have a good afternoon to you
S_THANK_YOU,,,okay thank you have a good afternoon
S_THANK_YOU,,,okay thank you have a good afternoon
S_THANK_YOU,,,okay thanks for your time
S_THANK_YOU,,,okay thanks for your time
S_THANK_YOU,,,okay thanks for your time we will organise that and have a good afternoon
S_THANK_YOU,,,okay thanks for your time we will organise that and have a good afternoon
S_THANK_YOU,,,okay thanks love you time
S_THANK_YOU,,,okay thanks love you time
S_THANK_YOU,,,okay you look forward to seeing you again thanks so much for your time
S_THANK_YOU,,,okay you look forward to seeing you again thanks so much for your time
S_THANK_YOU,,,take your time have a good afternoon I see you
S_THANK_YOU,,,take your time have a good afternoon I see you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you
S_THANK_YOU,,,thank you for a good afternoon
S_THANK_YOU,,,thank you for a good afternoon
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store
S_THANK_YOU,,,thank you for coming to our store today
S_THANK_YOU,,,thank you for coming to our store today
S_THANK_YOU,,,thank you for dropping by
S_THANK_YOU,,,thank you for dropping by
S_THANK_YOU,,,thank you for dropping by
S_THANK_YOU,,,thank you for dropping by
S_THANK_YOU,,,thank you for dropping by
S_THANK_YOU,,,thank you for dropping by
S_THANK_YOU,,,thank you for dropping by
S_THANK_YOU,,,thank you for dropping by
S_THANK_YOU,,,thank you for visiting our store
S_THANK_YOU,,,thank you for visiting our store
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time
S_THANK_YOU,,,thank you for your time before seeing you again
S_THANK_YOU,,,thank you for your time before seeing you again
S_THANK_YOU,,,thank you for your time bye
S_THANK_YOU,,,thank you for your time bye
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon
S_THANK_YOU,,,thank you for your time have a good afternoon you too
S_THANK_YOU,,,thank you for your time have a good afternoon you too
S_THANK_YOU,,,thank you for your time have a good evening thank you
S_THANK_YOU,,,thank you for your time have a good evening thank you
S_THANK_YOU,,,thank you for your time have a great afternoon
S_THANK_YOU,,,thank you for your time have a great afternoon
S_THANK_YOU,,,thank you for your time I'll see you tomorrow
S_THANK_YOU,,,thank you for your time I'll see you tomorrow
S_THANK_YOU,,,thank you for your time please come again
S_THANK_YOU,,,thank you for your time please come again
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have a good afternoon
S_THANK_YOU,,,thank you have good afternoon
S_THANK_YOU,,,thank you have good afternoon
S_THANK_YOU,,,thank you so much
S_THANK_YOU,,,thank you so much
S_THANK_YOU,,,thank you very much
S_THANK_YOU,,,thank you very much
S_THANK_YOU,,,thanks a lot for your time coming anytime
S_THANK_YOU,,,thanks a lot for your time coming anytime
S_THANK_YOU,,,thanks a lot for your time have a good afternoon
S_THANK_YOU,,,thanks a lot for your time have a good afternoon
S_THANK_YOU,,,thanks a lot for your time have a good afternoon
S_THANK_YOU,,,thanks a lot for your time have a good afternoon
S_THANK_YOU,,,thanks a lot for your time have a good afternoon
S_THANK_YOU,,,thanks a lot for your time have a good afternoon
S_THANK_YOU,,,thanks a lot for your time look forward to seeing you again
S_THANK_YOU,,,thanks a lot for your time look forward to seeing you again
S_THANK_YOU,,,thanks for coming
S_THANK_YOU,,,thanks for coming
S_THANK_YOU,,,thanks for dropping by
S_THANK_YOU,,,thanks for dropping by
S_THANK_YOU,,,Thanks for time
S_THANK_YOU,,,Thanks for time
S_THANK_YOU,,,thanks for time have a good afternoon
S_THANK_YOU,,,thanks for time have a good afternoon
S_THANK_YOU,,,thanks for your time
S_THANK_YOU,,,thanks for your time
S_THANK_YOU,,,thanks for your time
S_THANK_YOU,,,thanks for your time
S_THANK_YOU,,,thanks for your time come back and have a great afternoon
S_THANK_YOU,,,thanks for your time come back and have a great afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon
S_THANK_YOU,,,thanks for your time have a good afternoon before seeing you again
S_THANK_YOU,,,thanks for your time have a good afternoon before seeing you again
S_THANK_YOU,,,thanks for your time have a good afternoon to you too
S_THANK_YOU,,,thanks for your time have a good afternoon to you too
S_THANK_YOU,,,thanks for your time have a great afternoon
S_THANK_YOU,,,thanks for your time have a great afternoon
S_THANK_YOU,,,thanks for your time have a great afternoon
S_THANK_YOU,,,thanks for your time have a great afternoon
S_THANK_YOU,,,Thanks for your time have a great afternoon
S_THANK_YOU,,,Thanks for your time have a great afternoon
S_THANK_YOU,,,thanks for your time have a great afternoon
S_THANK_YOU,,,thanks for your time have a great afternoon
S_THANK_YOU,,,thanks for your time have a great afternoon
S_THANK_YOU,,,thanks for your time have a great afternoon
S_THANK_YOU,,,thanks for your time if you have any other questions later on come back anytime thank you
S_THANK_YOU,,,thanks for your time if you have any other questions later on come back anytime thank you
S_THANK_YOU,,,thanks for your time please have a good afternoon
S_THANK_YOU,,,thanks for your time please have a good afternoon
S_THANK_YOU,,,thanks for your time see you again
S_THANK_YOU,,,thanks for your time see you again
S_THANK_YOU,,,thanks for your time see you tomorrow
S_THANK_YOU,,,thanks for your time see you tomorrow
S_THANK_YOU,,,Thanks for your time will see you soon
S_THANK_YOU,,,Thanks for your time will see you soon
S_THANK_YOU,,,thanks have a great afternoon
S_THANK_YOU,,,thanks have a great afternoon
S_THANK_YOU,,,thanks love your time have a good afternoon
S_THANK_YOU,,,thanks love your time have a good afternoon
S_THANK_YOU,,,thanks your time
S_THANK_YOU,,,thanks your time
S_THANK_YOU,,,thanks your time
S_THANK_YOU,,,thanks your time
S_THANK_YOU,,,thanks your time have a good afternoon
S_THANK_YOU,,,thanks your time have a good afternoon
S_THANK_YOU,,,thanks your time have a good afternoon
S_THANK_YOU,,,thanks your time have a good afternoon
S_THANK_YOU,,,to thank you for your time
S_THANK_YOU,,,to thank you for your time
S_THANK_YOU,,,you too thank you for your time
S_THANK_YOU,,,you too thank you for your time
S_TRY_IT_OUT,,,feel free to take some picture with it if you like.
S_TRY_IT_OUT,,,Certainly take a few pictures now if you like
S_TRY_IT_OUT,,,Certainly take a few pictures now if you like
S_TRY_IT_OUT,,,feel free to take some picture with it if you like
S_TRY_IT_OUT,,,feel free to take some picture with it if you like
S_TRY_IT_OUT,,,feel free to take some pictures for them
S_TRY_IT_OUT,,,feel free to take some pictures for them
S_TRY_IT_OUT,,,free to pick the camera please take some pictures if you like
S_TRY_IT_OUT,,,free to pick the camera please take some pictures if you like
S_TRY_IT_OUT,,,pick it up and see how it feels in your hands
S_TRY_IT_OUT,,,pick it up and see how it feels in your hands
S_TRY_IT_OUT,,,pick it up and take a few pictures if you like
S_TRY_IT_OUT,,,pick it up and take a few pictures if you like
S_TRY_IT_OUT,,,pick it up and take some pictures of the place
S_TRY_IT_OUT,,,pick it up and take some pictures of the place
S_TRY_IT_OUT,,,"pick it up and take some pictures with it, please"
S_TRY_IT_OUT,,,"pick it up and take some pictures with it, please"
S_TRY_IT_OUT,,,pick it up and take some shots with it
S_TRY_IT_OUT,,,pick it up and take some shots with it
S_TRY_IT_OUT,,,pick it up and try taking a few pictures
S_TRY_IT_OUT,,,pick it up and try taking a few pictures
S_TRY_IT_OUT,,,pick it up take a few pictures with it if you like to see how it feels
S_TRY_IT_OUT,,,pick it up take a few pictures with it if you like to see how it feels
S_TRY_IT_OUT,,,"please come and have a look, you can take some pictures with it too if you like"
S_TRY_IT_OUT,,,"please come and have a look, you can take some pictures with it too if you like"
S_TRY_IT_OUT,,,please go ahead
S_TRY_IT_OUT,,,please go ahead
S_TRY_IT_OUT,,,please pick it up and say
S_TRY_IT_OUT,,,please pick it up and say
S_TRY_IT_OUT,,,please pick it up and see if you might like to take a picture with it
S_TRY_IT_OUT,,,please pick it up and see if you might like to take a picture with it
S_TRY_IT_OUT,,,Please pick it up and take a few pictures
S_TRY_IT_OUT,,,Please pick it up and take a few pictures
S_TRY_IT_OUT,,,Please pick it up and take a few pictures if you like
S_TRY_IT_OUT,,,Please pick it up and take a few pictures if you like
S_TRY_IT_OUT,,,"please pick it up and take a picture, just have a little play with it if you like"
S_TRY_IT_OUT,,,"please pick it up and take a picture, just have a little play with it if you like"
S_TRY_IT_OUT,,,please pick it up and take some pictures
S_TRY_IT_OUT,,,please pick it up and take some pictures
S_TRY_IT_OUT,,,Please pick it up and take some pictures with it
S_TRY_IT_OUT,,,Please pick it up and take some pictures with it
S_TRY_IT_OUT,,,please pick it up and try
S_TRY_IT_OUT,,,please pick it up and try
S_TRY_IT_OUT,,,please pick up take a couple pictures if you like
S_TRY_IT_OUT,,,please pick up take a couple pictures if you like
S_TRY_IT_OUT,,,please take a couple pictures with it
S_TRY_IT_OUT,,,please take a couple pictures with it
S_TRY_IT_OUT,,,please take a few pictures 
S_TRY_IT_OUT,,,please take a few pictures 
S_TRY_IT_OUT,,,please take a few pictures with it
S_TRY_IT_OUT,,,please take a few pictures with it
S_TRY_IT_OUT,,,please take a few pictures with it if you like
S_TRY_IT_OUT,,,please take a few pictures with it if you like
S_TRY_IT_OUT,,,please take a picture of it
S_TRY_IT_OUT,,,please take a picture of it
S_TRY_IT_OUT,,,please take a picture with it if you like
S_TRY_IT_OUT,,,please take a picture with it if you like
S_TRY_IT_OUT,,,please take a picture with it see how it works
S_TRY_IT_OUT,,,please take a picture with it see how it works
S_TRY_IT_OUT,,,please take some pictures with that you can check the quality for yourself
S_TRY_IT_OUT,,,please take some pictures with that you can check the quality for yourself
S_TRY_IT_OUT,,,Please take what you like
S_TRY_IT_OUT,,,Please take what you like
S_TRY_IT_OUT,,,sure have some trial shots
S_TRY_IT_OUT,,,sure have some trial shots
S_TRY_IT_OUT,,,"sure pick it up, take some pictures"
S_TRY_IT_OUT,,,"sure pick it up, take some pictures"
S_TRY_IT_OUT,,,Sure you can just Pick it up and also take trial shot if you want
S_TRY_IT_OUT,,,Sure you can just Pick it up and also take trial shot if you want
S_TRY_IT_OUT,,,"sure, please do"
S_TRY_IT_OUT,,,"sure, please do"
S_TRY_IT_OUT,,,"sure, take a few pictures"
S_TRY_IT_OUT,,,"sure, take a few pictures"
S_TRY_IT_OUT,,,take a few more pictures if you like
S_TRY_IT_OUT,,,take a few more pictures if you like
S_TRY_IT_OUT,,,take a picture
S_TRY_IT_OUT,,,take a picture
S_TRY_IT_OUT,,,take some pictures with
S_TRY_IT_OUT,,,take some pictures with
S_TRY_IT_OUT,,,try taking a picture with it
S_TRY_IT_OUT,,,try taking a picture with it
S_TRY_IT_OUT,,,try taking couple pictures if you like
S_TRY_IT_OUT,,,try taking couple pictures if you like
S_TRY_IT_OUT,,,we can set that up now and you could  try taking a few pictures
S_TRY_IT_OUT,,,we can set that up now and you could  try taking a few pictures
S_TRY_IT_OUT,,,would you like to pick it up and see how it feels in your hand
S_TRY_IT_OUT,,,would you like to pick it up and see how it feels in your hand
S_TRY_IT_OUT,,,you might like to pick it up and try taking a few shots
S_TRY_IT_OUT,,,you might like to pick it up and try taking a few shots
S_TRY_IT_OUT,,,you're free to take some pictures with it if you like
S_TRY_IT_OUT,,,you're free to take some pictures with it if you like
S_YES,,,yes.
S_YES,,,certainly
S_YES,,,certainly
S_YES,,,certainly
S_YES,,,certainly
S_YES,,,certainly
S_YES,,,certainly
S_YES,,,of course
S_YES,,,of course
S_YES,,,of course
S_YES,,,of course
S_YES,,,of course
S_YES,,,of course
S_YES,,,okay sure
S_YES,,,okay sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,sure
S_YES,,,we do
S_YES,,,we do
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
S_YES,,,yes
