Utterance.ID,Timestamp,Trial.ID,Condition,Cluster.ID,IS_NEW_REPRESENTATIVE,Is.Representative,Is.Junk,Utterance,Cluster.Size,Intra.Complete,Intra.Average,Inter.Complete,Inter.Single,Inter.Average,Inter.Hausforff
21569,NA,NA,NA,2,0,0,0,This camera is a Sony point and shoot.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21707,NA,NA,NA,2,0,0,0,The Sony H300 is a point and shoot with limited manual controls that comes with 11 preset scenes and four picture effects.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21765,NA,NA,NA,2,0,0,0,This is a point and shoot model.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21780,NA,NA,NA,2,0,0,0,This point and shoot has 11 scene modes and 4 picture effects.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21781,NA,NA,NA,2,0,0,0,It is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21918,NA,NA,NA,2,0,0,0,This point and shoot model has 20.1 megapixels of resolution.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21924,NA,NA,NA,2,0,0,0,This is a nice and simple point and shoot camera that you'll be able to pick up and use right out of the box.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21955,NA,NA,NA,2,0,0,0,This is a point and shoot.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21969,NA,NA,NA,2,0,0,0,This is a handy Sony point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21976,NA,NA,NA,2,0,0,0,This is a simple point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
21981,NA,NA,NA,2,0,0,0,This model is a Sony point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22001,NA,NA,NA,2,0,0,0,This is your standard DSLR type.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22072,NA,NA,NA,2,0,0,0,This camera type is referred to as point and shoot.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22158,NA,NA,NA,2,1,0,0,This is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22213,NA,NA,NA,2,0,0,0,Point and shoot is the type of camera this falls under.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22232,NA,NA,NA,2,0,0,0,This is known as a point and shoot.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22269,NA,NA,NA,2,0,0,0,The Sony H300 is a point and shoot with limited manual controls that comes with 11 preset scenes and four picture effects.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22322,NA,NA,NA,2,0,0,0,It's a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22343,NA,NA,NA,2,0,0,0,This is a point and shoot camera with a 20 megapixel resolution.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22349,NA,NA,NA,2,0,0,0,This model is a Sony point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22354,NA,NA,NA,2,0,0,0,This one is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22407,NA,NA,NA,2,0,0,0,"The Sony H300 is a great simple point and shoot camera. It's inexpensive, has a great zoom, high resolution, fun effects, and low price tag!",768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22419,NA,NA,NA,2,0,0,0,This is a point in shoot type camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22443,NA,NA,NA,2,0,0,0,This Sony is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22484,NA,NA,NA,2,0,0,0,This is a Sony H300 point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22485,NA,NA,NA,2,0,0,0,It is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22499,NA,NA,NA,2,0,0,0,The Sony H300 is a point and shoot with 11 scene modes and four picture effects and a 35x optical zoom.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22500,NA,NA,NA,2,0,0,0,It is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22541,NA,NA,NA,2,0,0,0,This is a Sony H300 point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22548,NA,NA,NA,2,0,0,0,It is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22583,NA,NA,NA,2,0,0,0,The Sony WX350 Conpact Canera is quite a nice point and shoot camera. It has several preset and effect modes. It has a high resolution and good optical zoom. The price is great as well! You'll like it very much.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22617,NA,NA,NA,2,0,0,0,This camera is a Sony point and shoot with 18.2 megapixels.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22672,NA,NA,NA,2,0,0,0,This is a simple point and shoot camera that's very easy to pick up and use.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22690,NA,NA,NA,2,1,0,0,This is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22695,NA,NA,NA,2,0,0,0,This is a Sony point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22707,NA,NA,NA,2,0,0,0,This is a point and shoot model.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22730,NA,NA,NA,2,0,0,0,This Sony is a point and shoot that costs $270.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22739,NA,NA,NA,2,0,0,0,This camera is a simple point and shoot model.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22854,NA,NA,NA,2,0,0,0,The Sony WX350 is a compact point and shoot camera that is lightweight yet packed with features like 14 preset modes and 13 picture effects.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22934,NA,NA,NA,2,0,0,0,It is a point and shoot camera made by Sony.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
22959,NA,NA,NA,2,0,0,0,The Sony WX350 is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23027,NA,NA,NA,2,0,0,0,The Sony WX350 is a compact point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23075,NA,NA,NA,2,0,0,0,"The Sony WX350 Compact Camera is a great choice of camera for anyone. It's simple to use, has good quality resolution and optical zoom. It also has fun effects and preset modes. It comes in fun colors and is light weight. You get all of this for just $270!",768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23094,NA,NA,NA,2,0,0,0,"The Sony WX350 Compact camera is a great simple choice It's lightweight, inexpesive, has great scene and effects built into it. It takes very high resolution pictures and has a great optical zoom. You'll love it!",768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23240,NA,NA,NA,2,0,0,0,It is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23251,NA,NA,NA,2,0,0,0,This is a useful point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23319,NA,NA,NA,2,0,0,0,This great point and shoot is only $270.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23320,NA,NA,NA,2,0,0,0,This is a basic point and shoot camera that is super easy to get going!,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23346,NA,NA,NA,2,0,0,0,This is a point and shoot model.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23376,NA,NA,NA,2,0,0,0,This one is a point and shoot that Sony makes and it costs $270.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23378,NA,NA,NA,2,1,0,0,This is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23460,NA,NA,NA,2,1,0,0,This is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23535,NA,NA,NA,2,0,0,0,This is a handy Sony point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23573,NA,NA,NA,2,0,0,0,It is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23692,NA,NA,NA,2,0,0,0,The Sony WX350 is a compact point and shoot camera that features 14 scene modes and 13 picture effects.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23752,NA,NA,NA,2,1,0,0,This is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23780,NA,NA,NA,2,0,0,0,The WX350 is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23876,NA,NA,NA,2,0,0,0,It's a point and shoot with 13 picture effects.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23915,NA,NA,NA,2,0,0,0,This is a Sony point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
23963,NA,NA,NA,2,0,0,0,This is a point and shoot model.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24014,NA,NA,NA,2,0,0,0,It's a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24052,NA,NA,NA,2,0,0,0,The simplicity of this point and shoot camera will make all of your photographic needs a snap.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24152,NA,NA,NA,2,0,0,0,This is a Sony WX350 point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24271,NA,NA,NA,2,0,0,0,The Sony WX350 is a compact point and shoot camera that is lightweight yet packed with features like 14 scene modes and 13 picture effects.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24302,NA,NA,NA,2,0,0,0,This is a point and shoot camera so it makes it easy to operate.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24323,NA,NA,NA,2,0,0,0,This model is a Sony point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24326,NA,NA,NA,2,0,0,0,The WX350 is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24359,NA,NA,NA,2,0,0,0,This camera is a point and shoot model.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24398,NA,NA,NA,2,0,0,0,This is a simple point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24417,NA,NA,NA,2,0,0,0,"The Sony WX350 compact camera is a nice point and shoot camera. It has a high resolution, large optical zoom, several fun preset and effect modes. Best of all is its low price!",768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24418,NA,NA,NA,2,1,0,0,This is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24427,NA,NA,NA,2,0,0,0,This is a lightweight point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24466,NA,NA,NA,2,0,0,0,The WX350 is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24573,NA,NA,NA,2,0,0,0,It is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24641,NA,NA,NA,2,0,0,0,It's a point and shoot.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24653,NA,NA,NA,2,0,0,0,This point and shoot is well priced at $270 and has ISO that goes to 12800.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
24659,NA,NA,NA,2,0,0,0,This is an easy to use point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
443,NA,NA,NA,2,1,1,0,This is a point and shoot camera.,768,1,0.263224120287425,1,0.361,0.925132059745416,0.946
55,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
169,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
263,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
277,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
311,NA,NA,NA,3,0,0,0,It is a very affordable $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
400,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
423,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
546,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
595,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
624,NA,NA,NA,3,0,0,0,It is a very affordable $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
795,NA,NA,NA,3,0,0,0,It is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
867,NA,NA,NA,3,0,0,0,It is a very affordable $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
912,NA,NA,NA,3,0,0,0,It is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
965,NA,NA,NA,3,0,0,0,This camera is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1096,NA,NA,NA,3,0,0,0,This camera is currently $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1142,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1227,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1250,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1280,NA,NA,NA,3,0,0,0,This camera is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1305,NA,NA,NA,3,0,0,0,It is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1365,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1444,NA,NA,NA,3,0,0,0,This one is fairly priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1454,NA,NA,NA,3,0,0,0,This camera is pretty reasonably priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1502,NA,NA,NA,3,0,0,0,It is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1531,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1561,NA,NA,NA,3,0,0,0,It is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1609,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1725,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1734,NA,NA,NA,3,0,0,0,It is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1765,NA,NA,NA,3,0,0,0,This one is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1808,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1814,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1872,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1963,NA,NA,NA,3,0,0,0,It is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
1982,NA,NA,NA,3,0,0,0,It is priced at $155.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2028,NA,NA,NA,3,0,0,0,It is priced at $350.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2048,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2086,NA,NA,NA,3,0,0,0,It is 100 to 25600.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2420,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2427,NA,NA,NA,3,0,0,0,This camera is currently priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2437,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2536,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2543,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2627,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2771,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2786,NA,NA,NA,3,0,0,0,The Sony DSC-RX0 is ultra-compact and a great deal at only $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2913,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2917,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2927,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2954,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
2993,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3013,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3047,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3053,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3109,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3189,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3210,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3372,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3408,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3449,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3507,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3659,NA,NA,NA,3,0,0,0,This one is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3688,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3726,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3792,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3853,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3877,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3963,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3979,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
3991,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4022,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4099,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4229,NA,NA,NA,3,0,0,0,"It is priced at $2,200.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4236,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4376,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4448,NA,NA,NA,3,0,0,0,It is priced at $500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4495,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4519,NA,NA,NA,3,0,0,0,It is priced at $800.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4603,NA,NA,NA,3,0,0,0,"It is priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4617,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4823,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4849,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4894,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
4961,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5059,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5090,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5118,NA,NA,NA,3,0,0,0,It is priced at $5500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5244,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5304,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5380,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5446,NA,NA,NA,3,0,0,0,"It is priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5528,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5622,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5754,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5793,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5847,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5857,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5863,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5875,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
5984,NA,NA,NA,3,0,0,0,This one is priced at $5500.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6066,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6136,NA,NA,NA,3,0,0,0,"It is priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6141,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6199,NA,NA,NA,3,0,0,0,"It is priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6233,NA,NA,NA,3,0,0,0,"It is priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6323,NA,NA,NA,3,0,0,0,"It's priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6409,NA,NA,NA,3,0,0,0,"It is priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6497,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6599,NA,NA,NA,3,0,0,0,"It is priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6614,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6630,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6646,NA,NA,NA,3,0,0,0,This camera is priced at $400.00.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6675,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6892,NA,NA,NA,3,0,0,0,It is priced at $570.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6903,NA,NA,NA,3,0,0,0,"It is priced at $5,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
6925,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7074,NA,NA,NA,3,0,0,0,It is priced at $450.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7137,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7142,NA,NA,NA,3,0,0,0,It is priced at $450.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7188,NA,NA,NA,3,0,0,0,"It is priced at $1,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7295,NA,NA,NA,3,0,0,0,"It is priced at $1,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7312,NA,NA,NA,3,0,0,0,"It is priced at $1,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7386,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7604,NA,NA,NA,3,0,0,0,"It is priced at $1,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7653,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7682,NA,NA,NA,3,0,0,0,This camera is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7704,NA,NA,NA,3,0,0,0,It is priced at $450.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7771,NA,NA,NA,3,0,0,0,It is priced at $450.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7855,NA,NA,NA,3,0,0,0,It is priced at $450.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
7987,NA,NA,NA,3,0,0,0,"It is priced at $1,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
8004,NA,NA,NA,3,1,0,0,It is priced at $400.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
8095,NA,NA,NA,3,0,0,0,"It is priced at $1,500.",427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
8125,NA,NA,NA,3,0,0,0,It is priced at $450.,427,0.9633,0.18492089311841,1,0.3239,0.943815323933392,1
