,SHOPKEEPER_SPEECH,SHOPKEEPER,SPATIAL_STATE,CLUSTER_ID,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,TSS,IS_BAD_CLUSTER
1749,"this body is $2000, the lenses, some of them cheaper than the body some of the $200000, it really did I don't think his lens in fashion normally",PROACTIVE,PRESENT_X;CANON,347;PRESENT_X;CANON,-,0.5322904951,,-
80,the body is $2000 the lenses extra,PROACTIVE,PRESENT_X;CANON,347;PRESENT_X;CANON,-,0.5322904951,,-
248,the camera body is $2000 the lenses are extra,PROACTIVE,PRESENT_X;CANON,347;PRESENT_X;CANON,-,0.5322904951,,-
1184,"no the camera is fully automatic, so if you don't want to learn the technicalities of the camera that is just fine you focus on your photograph",PROACTIVE,PRESENT_X;NIKON,348;PRESENT_X;NIKON,-,0.316947788,,-
2524,have you worked with photographers before,PROACTIVE,PRESENT_X;NIKON,348;PRESENT_X;NIKON,-,0.316947788,,-
41,can I ask Allah to the photographs to take,PROACTIVE,PRESENT_X;NIKON,348;PRESENT_X;NIKON,*,0.316947788,,-
1857,"So you like the kinds of photographs you are taking, but you want them to look better and maybe be a little easier to work with",PROACTIVE,PRESENT_X;NIKON,348;PRESENT_X;NIKON,-,0.316947788,,-
1879,let's have a look at that,PROACTIVE,PRESENT_X;SONY,349;PRESENT_X;SONY,-,0.6005810201,,-
19,yes of course you want to come and have a look at the Sony this is sold as a complete camera it's rather cheaper in some ways the performances different because you won't go so aggressively in low-light but at the same time it has a lot of creative control,PROACTIVE,PRESENT_X;SONY,349;PRESENT_X;SONY,*,0.6005810201,,-
2391,now where the nikon is a 120 grams please pick up the canon and you'll see it weighs a kilogram without a lens,PROACTIVE,PRESENT_X;CANON,34;PRESENT_X;CANON,*,0.4017797444,,-
554,this is definitely the cheapest camera the Canon over here it's top end professional camera so it's $2000 without a lens,PROACTIVE,PRESENT_X;CANON,34;PRESENT_X;CANON,-,0.4017797444,,-
1834,with the Canon we can put together a $9000 package,PROACTIVE,PRESENT_X;CANON,34;PRESENT_X;CANON,-,0.4017797444,,-
499,it's just over 100 grams it will fit in a pocket,PROACTIVE,PRESENT_X;NIKON,350;PRESENT_X;NIKON,*,0.378638711,,-
806,see how it fits in your pocket,PROACTIVE,PRESENT_X;NIKON,350;PRESENT_X;NIKON,-,0.378638711,,-
1503,"as you notice it's only 128 grams so very light it fits in your pocket it's going to compete against mobile phones these days, so it's better, cheaper and quite lights so that it doesn't feel like an extra piece of bulky kit",PROACTIVE,PRESENT_X;NIKON,350;PRESENT_X;NIKON,-,0.378638711,,-
1242,certainly the be careful in your back pocket it's quite strong but it is still possible to break it,PROACTIVE,PRESENT_X;NIKON,350;PRESENT_X;NIKON,-,0.378638711,,-
479,it is extremely light it will fit in a pocket and it will share your family events very easily,PROACTIVE,PRESENT_X;NIKON,350;PRESENT_X;NIKON,-,0.378638711,,-
1905,it's probably not the most stylish camera but it's available in silver white and a special edition in black,PROACTIVE,PRESENT_X;SONY,351;PRESENT_X;SONY,-,0.2927615118,,-
2074,"Only with a special accessories, so all of these cameras are not waterproof unless you put them inside a housing",PROACTIVE,PRESENT_X;SONY,351;PRESENT_X;SONY,-,0.2927615118,,-
2340,the cameras around $500 the underwater housing is around $600,PROACTIVE,PRESENT_X;SONY,351;PRESENT_X;SONY,-,0.2927615118,,-
1219,"it's problematic with old cameras, you need a special housing and they are available",PROACTIVE,PRESENT_X;SONY,351;PRESENT_X;SONY,*,0.2927615118,,-
2342,"compared with the Canon over here which weighs is the full kilo just for the body and the lens and the underwater housing is further, 7000 dollars but the camera body is only $2000",PROACTIVE,PRESENT_X;SONY,351;PRESENT_X;SONY,-,0.2927615118,,-
1484,you can see how simple it is its just point and shoot,PROACTIVE,PRESENT_X;NIKON,352;PRESENT_X;NIKON,-,0.4741549268,,-
377,yes it's very simple to use you can set it up so it's just point and shoot,PROACTIVE,PRESENT_X;NIKON,352;PRESENT_X;NIKON,-,0.4741549268,,-
1240,point and shoot,PROACTIVE,PRESENT_X;NIKON,352;PRESENT_X;NIKON,-,0.4741549268,,-
1158,"even after six beers, its point and shoot",PROACTIVE,PRESENT_X;NIKON,352;PRESENT_X;NIKON,*,0.4741549268,,-
3447,yes how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
2859,yes how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
4040,how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
2886,yes how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
3425,how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
3398,how can I help you today,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
4176,how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
4391,how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
3286,yes how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
3229,how can I help you today,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
1974,how can I help,PROACTIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
3204,yes how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
2692,how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,*,0.7862741733,,-
3183,yes how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
2833,how can I help you today,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
3223,how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
713,how can I help you,PROACTIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
2139,yes how can I help,PROACTIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
3263,how can I help you today,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
2780,yes how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
2764,yes how can I help you,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
3307,yes sure how can I help you today,PASSIVE,PRESENT_X;SONY,353;PRESENT_X;SONY,-,0.7862741733,,-
90,its has 20 megapixels so you can make quite a large poster and it will still look very clear,PROACTIVE,PRESENT_X;NIKON,354;PRESENT_X;NIKON,*,0.4806159019,,-
117,the sensor has 20 megapixels so you can make quite large posters from it and they look fantastic,PROACTIVE,PRESENT_X;NIKON,354;PRESENT_X;NIKON,-,0.4806159019,,-
220,20 megapixels so you can make quite large enlargement,PROACTIVE,PRESENT_X;NIKON,354;PRESENT_X;NIKON,-,0.4806159019,,-
38,20 megapixels so if you want to make large end large pictures feel wall for example you'll get a nice place for help,PROACTIVE,PRESENT_X;NIKON,354;PRESENT_X;NIKON,-,0.4806159019,,-
142,it takes pictures of the 20 megapixels big that will blow up to be quite a large poster on your wall and the picture will be really clean,PROACTIVE,PRESENT_X;NIKON,354;PRESENT_X;NIKON,-,0.4806159019,,-
3073,this camera has 179 focus points,PASSIVE,PRESENT_X;SONY,355;PRESENT_X;SONY,-,0.644265227,,-
3127,it has a high autofocus points which is 179 focus points,PASSIVE,PRESENT_X;SONY,355;PRESENT_X;SONY,*,0.644265227,,-
3230,this one has a really high autofocus point with just 179 Focus points,PASSIVE,PRESENT_X;SONY,355;PRESENT_X;SONY,-,0.644265227,,-
3143,"this camera has 179 focus points, so you can focus on that number of points when taking pictures",PASSIVE,PRESENT_X;SONY,355;PRESENT_X;SONY,-,0.644265227,,-
5,we have a very lightweight camera that also looks very stylish and it has a lot of presets and its various views please come and have a look at this one here,PROACTIVE,PRESENT_X;NIKON,356;PRESENT_X;NIKON,-,0.5955898894,,-
2249,"please come and have a look, you can take some pictures with it too if you like",PROACTIVE,PRESENT_X;NIKON,356;PRESENT_X;NIKON,*,0.5955898894,,-
694,"come and have a look at it, it's a very different kind of camera",PROACTIVE,PRESENT_X;NIKON,356;PRESENT_X;NIKON,-,0.5955898894,,-
2333,good afternoon how can I help,PROACTIVE,WAITING;NONE,357;WAITING;NONE,*,,,-
4606,61,PASSIVE,PRESENT_X;CANON,358;PRESENT_X;CANON,-,0.6460769176,,-
3497,this one has 61 autofocus points,PASSIVE,PRESENT_X;CANON,358;PRESENT_X;CANON,*,0.6460769176,,-
3070,"I can recommend you this one, this one has preset modes and oh so you can set the settings manually, the price is $550",PASSIVE,PRESENT_X;SONY,359;PRESENT_X;SONY,-,0.6011020839,,-
3962,this one comes in manual settings and also with preset mode so you can control the settings fully manually or you can just use the preset mode and take pictures right away,PASSIVE,PRESENT_X;SONY,359;PRESENT_X;SONY,*,0.6011020839,,-
451,we have those kind of cameras in this corner over here,PROACTIVE,PRESENT_X;NIKON,35;PRESENT_X;NIKON,-,0.2724141032,,-
1575,"this camera is designed to travel around with you and not get in the way while you take great pictures, it's all about the picture and not about the gear, its point and shoot, fully automatic, although you can go into the menu and do some very limited manual settings just to make sure the picture is top notch",PROACTIVE,PRESENT_X;NIKON,35;PRESENT_X;NIKON,-,0.2724141032,,-
1248,the camera over here is much simpler than your smartphone and takes much better pictures,PROACTIVE,PRESENT_X;NIKON,35;PRESENT_X;NIKON,*,0.2724141032,,-
1182,we will call that human nature and we have a camera that's perfect for Human Nature,PROACTIVE,PRESENT_X;NIKON,35;PRESENT_X;NIKON,-,0.2724141032,,-
3389,this is the best camera we have,PASSIVE,PRESENT_X;CANON,360;PRESENT_X;CANON,*,0.724008441,,-
4758,"This is the best camera we have, it's  a Canon EOD, it is a DSLR camera it's a full frame camera so if you can take pictures of landscape really well",PASSIVE,PRESENT_X;CANON,360;PRESENT_X;CANON,-,0.724008441,,-
2604,I think maybe if we set you up with some lenses to have a practice but also bring in some print some examples of the work you admire that you'd like to follow,PROACTIVE,PRESENT_X;CANON,361;PRESENT_X;CANON,-,0.5458589196,,-
2481,have you practice with it as well,PROACTIVE,PRESENT_X;CANON,361;PRESENT_X;CANON,*,0.5458589196,,-
1762,picture quality is a lot better than the mobile phone but obviously not the same classes these cameras that are designed to be printed in glossy magazines,PROACTIVE,PRESENT_X;NIKON,362;PRESENT_X;NIKON,-,0.3585506082,,-
1638,"it's a big step up to the qualities I said, this is $68, it's better than your phone, to get much better than, $550 so almost ten times more",PROACTIVE,PRESENT_X;NIKON,362;PRESENT_X;NIKON,*,0.3585506082,,-
919,"this is a point and shoot camera it's great for parties, dinners, family, going to the beach and some basic travel shots, but it's got much better bit picture quality than a mobile phone",PROACTIVE,PRESENT_X;NIKON,362;PRESENT_X;NIKON,-,0.3585506082,,-
1887,"It's $68 and depending on the sort of pictures your friends are used to seeing, picture quality is a big improvement over mobile phone pictures",PROACTIVE,PRESENT_X;NIKON,362;PRESENT_X;NIKON,-,0.3585506082,,-
1800,"It's designed for expedition , for people who go on long travel journeys who like to take great travel pictures but who can't afford to carry the weight of the bulk of the other cameras, so this way it's quite a professional camera for very focus on travel",PROACTIVE,PRESENT_X;SONY,363;PRESENT_X;SONY,-,0.4815637991,,-
1541,"Even with a standard lens it only weighs half a kilo, it's designed for people who want to travel and get great travel pictures, and a to be able to do that it comes to the price is $550 but that's a quarter of the price of the other professional camera",PROACTIVE,PRESENT_X;SONY,363;PRESENT_X;SONY,-,0.4815637991,,-
2066,"it's designed to be a camera for a purpose, for people who love traveling and who are traveling light but still want to take great photos",PROACTIVE,PRESENT_X;SONY,363;PRESENT_X;SONY,*,0.4815637991,,-
2014,It's also quite expensive it's designed for extended travel and people who want pictures almost as good as high-end cameras,PROACTIVE,PRESENT_X;SONY,363;PRESENT_X;SONY,-,0.4815637991,,-
3287,"yes it can shoot in different kinds of condition for instance for Beach or for snow condition, and also for night portraits",PASSIVE,PRESENT_X;SONY,364;PRESENT_X;SONY,-,0.4350197117,,-
3994,"there are 9 different options in the preset mode for instance beach settings, snow settings, also night mode",PASSIVE,PRESENT_X;SONY,364;PRESENT_X;SONY,-,0.4350197117,,-
2693,it supports 9 different types of preset modes including a beach snow and for night portrait,PASSIVE,PRESENT_X;SONY,364;PRESENT_X;SONY,*,0.4350197117,,-
3816,for every type of scenery it has for instance  beach mode snow mode at for night portrait,PASSIVE,PRESENT_X;SONY,364;PRESENT_X;SONY,-,0.4350197117,,-
271,it has nine basic preset modes that deal with different situations like beach or snow or night portrait,PROACTIVE,PRESENT_X;SONY,364;PRESENT_X;SONY,-,0.4350197117,,-
3062,"it's when you want to shoot in different kind of condition for instance beach, snow, or for night portrait",PASSIVE,PRESENT_X;SONY,364;PRESENT_X;SONY,-,0.4350197117,,-
4386,just a body weight is 950 grams,PASSIVE,PRESENT_X;CANON,365;PRESENT_X;CANON,-,0.7033860981,,-
4648,that one weight 950 grams,PASSIVE,PRESENT_X;CANON,365;PRESENT_X;CANON,*,0.7033860981,,-
1286,yes very and it has a 20 megapixel sensor so you can make some big enlargements if one of those pictures is something you want to see on your wall,PROACTIVE,PRESENT_X;NIKON,366;PRESENT_X;NIKON,*,0.3755184544,,-
1196,the picture quality is fantastic too it has a 20 megapixel sensor which basically means you can do beautiful enlargement,PROACTIVE,PRESENT_X;NIKON,366;PRESENT_X;NIKON,-,0.3755184544,,-
1148,"the megapixel tells you how much detail can be captured in the photograph, this has 20 megapixels so you can do a very big enlargement for your wall and it'll have beautiful quality",PROACTIVE,PRESENT_X;NIKON,366;PRESENT_X;NIKON,-,0.3755184544,,-
922,"please try it, has a 20 megapixel sensor so you'll get beautiful pictures it, it also has a 5x optical zoom so if you want a zoom in closer on your people on people's faces, the picture quality Remains the Same, and it's always excellent",PROACTIVE,PRESENT_X;NIKON,366;PRESENT_X;NIKON,-,0.3755184544,,-
1382,"sure it has a 20 megapixel sensor so you can actually take some great enlargement out of that, it also has a built in optical zoom on backwards and forwards take a picture and you just zoom in zoom out a little bit it's something very easy to get used to",PROACTIVE,PRESENT_X;NIKON,366;PRESENT_X;NIKON,-,0.3755184544,,-
358,this camera has a 20 megapixel sensor so you can make some beautiful enlargements so so very very responsive when you're out there and things are happening on the beach,PROACTIVE,PRESENT_X;NIKON,366;PRESENT_X;NIKON,-,0.3755184544,,-
913,yeah it's an excellent camera the price,PROACTIVE,PRESENT_X;SONY,367;PRESENT_X;SONY,-,0.521422267,,-
521,we have another camera over here that will take excellent photographs the quality is almost as good as that camera and there are some great settings,PROACTIVE,PRESENT_X;SONY,367;PRESENT_X;SONY,*,0.521422267,,-
1633,but if you're focus on family and friends this is only $68,PROACTIVE,PRESENT_X;NIKON,368;PRESENT_X;NIKON,-,0.3723353195,,-
1847,"So basically in the range what we call the prosumer cameras, where you can take these affordable but fantastic picture, over there we have the family and friends cameras, its only $68 and fully automatic, design for pictures with family and friends, going out on picnics, going to friends weddings",PROACTIVE,PRESENT_X;NIKON,368;PRESENT_X;NIKON,-,0.3723353195,,-
876,"do you take a lot of pictures of family and friends that kind of thing, parties conferences?",PROACTIVE,PRESENT_X;NIKON,368;PRESENT_X;NIKON,*,0.3723353195,,-
2286,if your mostly taking pictures of family and friends and going to parties we have an alternative camera over here for only $68,PROACTIVE,PRESENT_X;NIKON,368;PRESENT_X;NIKON,-,0.3723353195,,-
2417,"this is only $68 it's still a really fun little camera to use, it's great for family and friends and if you want to go out and take some holiday pictures and so forth you get nice results it's fully automatic just point and shoot",PROACTIVE,PRESENT_X;NIKON,368;PRESENT_X;NIKON,-,0.3723353195,,-
2017,there is a switch just here,PROACTIVE,PRESENT_X;NIKON,369;PRESENT_X;NIKON,*,0.3297422361,,-
1149,"it's the little switch on the camera, so that it makes this if you're going to close or further from the picture you are taking, like a telephoto lens",PROACTIVE,PRESENT_X;NIKON,369;PRESENT_X;NIKON,-,0.3297422361,,-
474,the on switch is here,PROACTIVE,PRESENT_X;NIKON,369;PRESENT_X;NIKON,-,0.3297422361,,-
40,it's a point-and-shoot camera so you have a small zoom control and a switch between still and video but after that it's very simple exposure and focus are automatic,PROACTIVE,PRESENT_X;NIKON,369;PRESENT_X;NIKON,-,0.3297422361,,-
1450,it's a five x optical zoom lens Putin's of the camera one little switch you can make your pictures seem bigger or smaller zoom in and zoom out on the D right now returned,PROACTIVE,PRESENT_X;NIKON,369;PRESENT_X;NIKON,-,0.3297422361,,-
239,this is an excellent top end camera is the choice of most top end professionals,PROACTIVE,PRESENT_X;CANON,36;PRESENT_X;CANON,*,0.3532155037,,-
240,this picture quality is the best it's the choice of NASA it's choice of portraits around the world you'll find this in every top professionals camera kit,PROACTIVE,PRESENT_X;CANON,36;PRESENT_X;CANON,-,0.3532155037,,-
1849,"A lot of Newspapers use this camera, and often supply them through their journals,if it's your own camera and the local newspaper, it's probably overkill, if you're looking for a full professional future newspaper photography, this is probably something you're going to need, you really only have two choice between two brands at the canon or the nikon ",PROACTIVE,PRESENT_X;CANON,36;PRESENT_X;CANON,-,0.3532155037,,-
826,"perhaps you'd like this brochure that has specs on the sony, and this one that has specs on the Canon, I'm not saying the Canon is necessary good choice, but it gives you an idea of what's out there something a little interesting reading",PROACTIVE,PRESENT_X;CANON,36;PRESENT_X;CANON,-,0.3532155037,,-
161,it's the choice of most professional,PROACTIVE,PRESENT_X;CANON,36;PRESENT_X;CANON,-,0.3532155037,,-
2781,That one supports 3200 ISO,PASSIVE,PRESENT_X;SONY,370;PRESENT_X;SONY,-,0.3148468587,,-
104,on this camera 3200,PROACTIVE,PRESENT_X;SONY,370;PRESENT_X;SONY,-,0.3148468587,,-
4541,this one is 3200,PASSIVE,PRESENT_X;SONY,370;PRESENT_X;SONY,*,0.3148468587,,-
3145,The iso is 3200 and very sharp,PASSIVE,PRESENT_X;SONY,370;PRESENT_X;SONY,-,0.3148468587,,-
3207,This one shoots at 3200 ISO,PASSIVE,PRESENT_X;SONY,370;PRESENT_X;SONY,-,0.3148468587,,-
3494,it has a pretty good ISO 3200 ISO,PASSIVE,PRESENT_X;SONY,370;PRESENT_X;SONY,-,0.3148468587,,-
83,the ISO setting is only half of the other camera 3200,PROACTIVE,PRESENT_X;SONY,370;PRESENT_X;SONY,-,0.3148468587,,-
1767,"It's designed to go with people wherever they go, it's all about the picture with this camera, it's designed so that you don't have to think it out",PROACTIVE,PRESENT_X;NIKON,371;PRESENT_X;NIKON,*,0.3719214731,,-
2495,"yes it is, although most people prefer to use the voice to arrange with here because get away from that tricky thing when sometimes you just get the next setting alone",PROACTIVE,PRESENT_X;NIKON,371;PRESENT_X;NIKON,-,0.3719214731,,-
647,just checking you'd like to take a few pictures of the conference you're going to use that will be people it would be PowerPoint slides,PROACTIVE,PRESENT_X;NIKON,371;PRESENT_X;NIKON,-,0.3719214731,,-
2698,with the preset mode it will auto adjust for each condition,PASSIVE,PRESENT_X;NIKON,372;PRESENT_X;NIKON,*,0.3712507188,,-
2952,this one is really good for a beginner it though so it auto adjust its setting,PASSIVE,PRESENT_X;NIKON,372;PRESENT_X;NIKON,-,0.3712507188,,-
2947,it's very limited it's more for the auto mode,PASSIVE,PRESENT_X;NIKON,372;PRESENT_X;NIKON,-,0.3712507188,,-
2650,"I think this camera will be the perfect camera for you, it's has a lot of auto settings, it has many preset mode so if you go on traveling with your family then it will Auto adjusts itself",PASSIVE,PRESENT_X;NIKON,372;PRESENT_X;NIKON,-,0.3712507188,,-
4204,"It's a pretty basic point-and-shoot camera but it also have 18 different preset mode for each setting, for instance beach and snow, and also it has glamour retouch effect so it will have a beauty effect if you want to take pictures of people",PASSIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
195,it has 18 preset modes 12 glamour retouch my roots and it's point and shoot,PROACTIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
4336,"I think this camera will be perfect for you, This camera is very easy to use and it has retouch effect so for instance to widen the baby's eye, make it more cute",PASSIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
1106,"we have it set up here for point and shoot, so that you can walk out and use it straight away and never think about setting it up again, if you want to it's very easy to configure it for different environments and to go into the glamour retouch effects",PROACTIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
4359,"yes sure follow me, This camera comes in pink black silver red and purple ,it also have glamour retouch effects so it will make the subject more beautiful in one way",PASSIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
2786,"I can show you to an easy to use camera, this one has full auto mode 18 preset modes and also 12 different retouch effects",PASSIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
4507,"basically the preset mode says for location so the settings of the where you're taking the picture, so no but the glamour retouch effect you can make your baby look more cute than he already is",PASSIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
2590,It's only 68 dollars and it includes a few retouch effects as well do you use Facebook,PROACTIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
4622,no you can use some preset modes and retouch effect simultaneously,PASSIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,*,0.242085824,,-
4621,there's 12 different retouch effect,PASSIVE,PRESENT_X;NIKON,373;PRESENT_X;NIKON,-,0.242085824,,-
3325,let me know if you have any other questions,PASSIVE,WAITING;NONE,374;WAITING;NONE,-,0.4519323158,,-
4964,so you have anymore questions just let me know,PASSIVE,WAITING;NONE,374;WAITING;NONE,-,0.4519323158,,-
852,if you have any other questions please feel free to ask,PROACTIVE,WAITING;NONE,374;WAITING;NONE,*,0.4519323158,,-
396,feel free to browse if you have any questions I'm here please feel free to ask,PROACTIVE,WAITING;NONE,374;WAITING;NONE,-,0.4519323158,,-
745,only have a look around feel free to ask any other questions I'll just be here,PROACTIVE,WAITING;NONE,374;WAITING;NONE,-,0.4519323158,,-
4907,it's $2000,PASSIVE,PRESENT_X;CANON,375;PRESENT_X;CANON,*,0.563967771,,-
2618,the one cost $2000,PASSIVE,PRESENT_X;CANON,375;PRESENT_X;CANON,-,0.563967771,,-
4915,$2000,PASSIVE,PRESENT_X;CANON,375;PRESENT_X;CANON,-,0.563967771,,-
344,and we have one camera here that's designed with that in mind the Canon 5d Mark 3,PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
532,this is the Canon 5d Mark 3 its top of the range you can use it for astrophotography in Star Trails because it has a bulb mode you can take some very long exposures,PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
681,over here we have the Canon 5d Mark 3 you may have heard about it before. it has a full frame sensor and basically every manual setting you could ask for,PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
602,we have two cameras that will do the job you need but if this is for print we have a full frame camera that you will probably want to have a look at let's go check the Canon 5d Mark 3,PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
2599,"there is really only one camera in the store that can handle a kind of application which is the Canon 5d mark 3, have you looked into the technicalities of how to do all of this that you do you have friends that you work with this",PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
403,I think we can see straight away we can have a look at the Canon 5d Mark 3,PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
2191,"Of course over here you have the latest model, Canon 5d mark 3 so professional its used for high end fashion shoots, its gone to space, it's gone to deep sea with appropriate accessories, anything you want to do this camera can do",PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
432,then I think you already know the Canon 5d mark 3 this is the body only $2000,PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
702,"then you probably already know about the Canon 5d Mark 3, this is the top end professional camera I think you might seen it already being used by a lot of your colleagues",PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,-,0.303671664,,-
285,this is the Canon 5d Mark 3 it gives you full creative control so that gives you full exposure control,PROACTIVE,PRESENT_X;CANON,376;PRESENT_X;CANON,*,0.303671664,,-
618,"yes this camera is designed for the kind of photography you do, whereas the other camera is designed for full creative control in absolutely anything and every environment whether it's space, snow, or sea",PROACTIVE,PRESENT_X;SONY,377;PRESENT_X;SONY,*,0.3940570429,,-
1804,"Both of the best camera for their purpose, the canon is designed for creative control in any environment, this is cameras focused on travel to exotic places",PROACTIVE,PRESENT_X;SONY,377;PRESENT_X;SONY,-,0.3940570429,,-
1585,"its design for travel photography, so it's got a lot of creative options and a lot of manual control,l but down at that price for full creative you are looking at a 2000 dollar camera before you buy a lens your art school will probably has one of those already",PROACTIVE,PRESENT_X;SONY,377;PRESENT_X;SONY,-,0.3940570429,,-
1518,"yes the Canon camera is design for high end photojournalism and going out into high quality print magazines, it's used in a lot of studio, this camera design for travel so its light, it's easy to handle, it will still take great studio shoots but it lacks a lot of that manual controls",PROACTIVE,PRESENT_X;SONY,377;PRESENT_X;SONY,-,0.3940570429,,-
2572,"please take some pictures with this and with the nikon, see how they compare",PROACTIVE,PRESENT_X;SONY,378;PRESENT_X;SONY,-,0.4065811104,,-
4749,"basically it's four times, the nikon one weighs 120 ",PASSIVE,PRESENT_X;SONY,378;PRESENT_X;SONY,-,0.4065811104,,-
3765,this one is $550 and the nikon one is $68,PASSIVE,PRESENT_X;SONY,378;PRESENT_X;SONY,*,0.4065811104,,-
4547,Basically it gives like a painting like effect so it alters the color or kind of soften the picture,PASSIVE,PRESENT_X;SONY,379;PRESENT_X;SONY,-,0.497277485,,-
4394,Basically it get some painting light effects to your photos,PASSIVE,PRESENT_X;SONY,379;PRESENT_X;SONY,*,0.497277485,,-
3706,It gives kind of painting effect to the pictures that you get from this camera,PASSIVE,PRESENT_X;SONY,379;PRESENT_X;SONY,-,0.497277485,,-
2697,yes this camera for a beginner user because you don't have to adjust anything,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
3090,yes this one is a point and shoot camera is very easy to use for beginner users,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
2884,it's very good for a beginner user,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
3259,yes I think it's the best camera for a beginner users,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
3255,yes this is perfect for beginner users,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
3242,are you a beginner,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
4126,this is the most basic camera we have in our store but it's very easy to use for beginner user,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
2977,This camera is perfect for a beginner user,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
3589,this camera is very good for beginner users,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,*,0.3837725651,,-
3034,for a beginner user I recommend this camera,PASSIVE,PRESENT_X;NIKON,37;PRESENT_X;NIKON,-,0.3837725651,,-
3842,Yes with the preset mode You can just push the shutter to take pictures,PASSIVE,PRESENT_X;SONY,380;PRESENT_X;SONY,*,0.4229899025,,-
4656,"it does come with preset mode so if you just use the preset mode, you can just push this shutter button to take pictures",PASSIVE,PRESENT_X;SONY,380;PRESENT_X;SONY,-,0.4229899025,,-
4657,Yes basically if you push this shutter button,PASSIVE,PRESENT_X;SONY,380;PRESENT_X;SONY,-,0.4229899025,,-
