NEW_ID,CLUSTER_ID,TIMESTAMP,TRIAL,SPATIAL_STATE,STATE_TARGET,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEAKING,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,SHOPKEEPER_SPEAKING,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,CUSTOMER_ACTION,SHOPKEEPER_ACTION
-,0;PRESENT_X;CANON,1.435223803E9,152,PRESENT_X,CANON,DOOR,CANON,CANON,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,0;PRESENT_X;CANON,1.435223805E9,152,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,1;PRESENT_X;CANON,1.435223807E9,152,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,good afternoon how can I help,good afternoon,,SSSM,
-,0;PRESENT_X;CANON,1.435223808E9,152,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,

-,0;PRESENT_X;CANON,1.435223812E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,hi I'm interested in this camera,camera,SILENCE,NONE,NO_KEYWORD,CS,,
-,63;PRESENT_X;CANON,1.435223815E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,this is an excellent top end camera is the tricep muscle professionals,tricep muscle;excellent top end;camera;professionals,,SS,

-,0;PRESENT_X;CANON,1.435223824E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,how good is the quality of the picture,quality;picture,SILENCE,NONE,NO_KEYWORD,CS,,
BAD,4;PRESENT_X;CANON,1.435223829E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,this picture quality is the best it's the choice of NASA asteroid support hurts around the world you'll find this in every top professionals camera kit,NASA asteroid support;professionals camera kit;picture quality;choice;world,,SS,

-,0;PRESENT_X;CANON,1.435223847E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,does it take good pictures at night,good pictures;night,SILENCE,NONE,NO_KEYWORD,CS,,
-,232;PRESENT_X;CANON,1.435223849E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,some people use this to take pictures of the stars and create star trails,star trails;people;pictures;stars,,SS,

-,0;PRESENT_X;CANON,1.435223858E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,that's perfect how high can I set the ISO,ISO,SILENCE,NONE,NO_KEYWORD,CS,,
-,318;PRESENT_X;CANON,1.435223861E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,Sonoma shooting the ISO is set to 6400 you can also bring it down to about 80 is al I so is well,Sonoma;ISO,,SS,

-,0;PRESENT_X;CANON,1.435223872E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,what about the exposure,exposure,SILENCE,NONE,NO_KEYWORD,CS,,
-,23;PRESENT_X;CANON,1.435223875E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,understanding shutter speed exposure goes up to 30 seconds or longer than that you would need a timer and to go to fold mode and then the exposure is indefinite,shutter speed exposure;timer;mode,,SS,

-,229;PRESENT_X;CANON,1.435223895E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,you can see with selling the body only we have a full range of lenses that would match this camera variable,camera variable;lenses;body;range,,SS,

-,0;PRESENT_X;CANON,1.435223906E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,how much does the body weight,body weight,SILENCE,NONE,NO_KEYWORD,CS,,
-,145;PRESENT_X;CANON,1.435223908E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,almost one kilogram and the lens would double the whole camera white,kilogram;lens;camera,,SS,

-,69;PRESENT_X;CANON,1.435223918E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,is white a problem,problem,,SS,

-,0;PRESENT_X;CANON,1.435223923E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,no if it can take picture at night then it would be a very good option,good option;picture;night,SILENCE,NONE,NO_KEYWORD,CS,,
-,118;PRESENT_X;CANON,1.435223931E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,we do have another camera but he did his picture quality is just as good but it's not so good at nighttime,picture quality;nighttime;camera,,SS,

-,0;PRESENT_X;CANON,1.435223941E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,how much does a swan cost,swan cost,SILENCE,NONE,NO_KEYWORD,CS,,
-,28;PRESENT_X;CANON,1.435223945E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,the camera body is $2000 the lenses are extra,camera body;lenses,,SS,

-,0;PRESENT_X;CANON,1.435223951E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,I see thanks for your help,thanks;help,SILENCE,NONE,NO_KEYWORD,CS,,
-,9;PRESENT_X;CANON,1.435223954E9,152,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,thank you for your time have a good afternoon,good afternoon;time,,SS,
-,0;WAITING;NONE,1.435223957E9,152,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;WAITING;NONE,1.435223959E9,152,WAITING,NONE,CANON,DOOR,DOOR,CANON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,


-,1;NONE;NIKON,1.435223984E9,153,NONE,NIKON,DOOR,NIKON,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,good afternoon how can I help today looking for a camera,good afternoon;camera,CM,SS,
-,0;NONE;NIKON,1.435223985E9,153,NONE,NIKON,DOOR,NIKON,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
-,0;PRESENT_X;NIKON,1.435223988E9,153,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,

-,0;PRESENT_X;NIKON,1.435223989E9,153,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,hi i am looking for a camera,camera,SILENCE,NONE,NO_KEYWORD,CS,,
-,5;PRESENT_X;NIKON,1.435223994E9,153,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,can I ask what sort of pictures you take,sort;pictures,,SS,

-,0;PRESENT_X;NIKON,1.435224E9,153,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,I take pictures mostly about mostly of my family when we are on a vacation,vacation;pictures;family,SILENCE,NONE,NO_KEYWORD,CS,,
-,53;PRESENT_X;NIKON,1.43522401E9,153,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,this camera here is perfect for that,camera,,SS,

-,211;PRESENT_X;NIKON,1.435224015E9,153,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,would you like to pick it off and try taking some pictures,pictures,,SS,

-,218;PRESENT_X;NIKON,1.435224032E9,153,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,you can say it's very easy to use and very light,NO_KEYWORD,,SS,

-,0;PRESENT_X;NIKON,1.435224038E9,153,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,quality doesn't look so good though do you have something a little more advanced,quality,SILENCE,NONE,NO_KEYWORD,CS,,
-,0;PRESENT_X;SONY,1.435224044E9,153,PRESENT_X,SONY,NONE,NONE,NIKON,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,73;PRESENT_X;SONY,1.435224045E9,153,PRESENT_X,SONY,NONE,NONE,NIKON,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,yes we do we have a camera that takes excellent travel pictures and has full manual control,excellent travel pictures;manual control;camera,,SSSM,
-,0;PRESENT_X;SONY,1.435224046E9,153,PRESENT_X,SONY,NONE,NONE,NIKON,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;PRESENT_X;SONY,1.43522405E9,153,PRESENT_X,SONY,NIKON,DOOR,DOOR,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,0;PRESENT_X;SONY,1.435224052E9,153,PRESENT_X,SONY,NIKON,SONY,SONY,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,168;PRESENT_X;SONY,1.435224054E9,153,PRESENT_X,SONY,NIKON,SONY,SONY,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,this is the Sony Alpha a6000 it's designed to take pictures of food as a top-end camera price and in an easy way,top-end camera price;Sony Alpha;easy way;pictures;food,CM,SSSM,
-,0;PRESENT_X;SONY,1.435224055E9,153,PRESENT_X,SONY,NIKON,SONY,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
-,0;PRESENT_X;SONY,1.435224056E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,

-,0;PRESENT_X;SONY,1.435224068E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,show me the features of this camera,camera;features,SILENCE,NONE,NO_KEYWORD,CS,,
-,332;PRESENT_X;SONY,1.435224071E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,it has full manual control service you're feeling that little bit extra creative you want to take some lights at night time I have something bright UV have to do that,manual control service;bright UV;little bit;night time;lights,,SS,

-,41;PRESENT_X;SONY,1.435224086E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,butthole so you can do some motion affects some artistic work,artistic work;butthole;motion,,SS,

BAD,81;PRESENT_X;SONY,1.435224093E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,and it takes family pictures very easily and they look beautiful,family pictures,,SS,

-,0;PRESENT_X;SONY,1.435224101E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,is it heavy,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,80;PRESENT_X;SONY,1.435224105E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,for a camera with this picture quality its lights but it is 500 grams pick it up and try,grams;camera;lights;picture,,SS,

-,167;PRESENT_X;SONY,1.435224121E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,would you like to take some photos with it,photos,,SS,

-,0;PRESENT_X;SONY,1.435224127E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,yeah,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,315;PRESENT_X;SONY,1.435224138E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,can you see the little zoom lever next to the picture replay,little zoom lever;picture replay,,SS,

-,119;PRESENT_X;SONY,1.435224148E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,we can open up the picture and zoom in on some details to make sure it's as clear as your heart,zoom;picture;details;heart,,SS,

-,0;PRESENT_X;SONY,1.435224156E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,that looks good,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,12;PRESENT_X;SONY,1.435224159E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,it's only $550,NO_KEYWORD,,SS,

-,0;PRESENT_X;SONY,1.435224164E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,common black,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,130;PRESENT_X;SONY,1.435224167E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,yes it does,NO_KEYWORD,,SS,

-,0;PRESENT_X;SONY,1.43522417E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,that's perfect thank you for your help,help,SILENCE,NONE,NO_KEYWORD,CS,,
-,9;PRESENT_X;SONY,1.435224171E9,153,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,thank you for your time have a good afternoon,good afternoon;time,,SS,
-,0;WAITING;NONE,1.435224174E9,153,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;WAITING;NONE,1.435224178E9,153,WAITING,NONE,SONY,DOOR,DOOR,SONY,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,


-,0;NONE;DOOR,1.435224194E9,154,NONE,DOOR,NONE,NONE,DOOR,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,1;NONE;DOOR,1.435224195E9,154,NONE,DOOR,NONE,NONE,DOOR,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,good afternoon how can I help,good afternoon,,SSSM,
-,0;NONE;DOOR,1.435224196E9,154,NONE,DOOR,NONE,NONE,DOOR,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,

-,0;FACE_TO_FACE;NONE,1.4352242E9,154,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,hey I'm looking for a compact camera,compact camera,SILENCE,NONE,NO_KEYWORD,CS,,
-,73;FACE_TO_FACE;NONE,1.435224207E9,154,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,we have compact cameras into stalls very easy point and shoot cameras or some cameras with full manual control,compact cameras;manual control;stalls,,SS,

-,0;FACE_TO_FACE;NONE,1.435224219E9,154,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,which one would you recommend,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,5;FACE_TO_FACE;NONE,1.435224222E9,154,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,asked what sort of pictures you take,sort;pictures,,SS,

-,0;FACE_TO_FACE;NONE,1.435224228E9,154,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,pictures of nothing in particular just when I'm somewhere and,pictures,SILENCE,NONE,NO_KEYWORD,CS,,
BAD,3;FACE_TO_FACE;NONE,1.435224244E9,154,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,understand I travel a lot myself and I never know what I'm going to see so I try to have a camera that will respond to what I see when I see it,camera,,SS,
-,0;PRESENT_X;SONY,1.435224248E9,154,PRESENT_X,SONY,NONE,NONE,MIDDLE,MIDDLE,SONY,SONY,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,

-,317;PRESENT_X;SONY,1.435224259E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,this camera has full manual control but you can scented soap works almost like a pointed shirt very easy to use,pointed shirt;soap;camera;control,,SS,

-,0;PRESENT_X;SONY,1.43522427E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,does it have any preset movesets,preset movesets,SILENCE,NONE,NO_KEYWORD,CS,,
-,172;PRESENT_X;SONY,1.435224274E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,has nine basic preset modes that deal with different situations like beach or snow on my portrait,basic preset modes;different situations;snow;beach;portrait,,SS,

-,0;PRESENT_X;SONY,1.435224286E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,what about the price,price,SILENCE,NONE,NO_KEYWORD,CS,,
-,115;PRESENT_X;SONY,1.43522429E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,it's $550 and it takes the same top quality pictures as camera costing full time that makes it ideal for travel especially when you go to interesting new places,quality pictures;new places;camera;time;travel,,SS,

-,0;PRESENT_X;SONY,1.435224309E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,is it heavy,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,197;PRESENT_X;SONY,1.435224311E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,please pick it up and say,NO_KEYWORD,,SS,

-,0;PRESENT_X;SONY,1.435224316E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SPEAKING,it's a bit heavy,bit,SILENCE,NONE,NO_KEYWORD,CS,,
-,80;PRESENT_X;SONY,1.435224319E9,154,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,SPEAKING,this is about 500 grams we have a much lighter camera over here,lighter camera;grams,,SS,
-,0;PRESENT_X;NIKON,1.435224324E9,154,PRESENT_X,NIKON,NONE,NONE,SONY,SONY,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,
-,0;PRESENT_X;NIKON,1.435224328E9,154,PRESENT_X,NIKON,SONY,NIKON,NIKON,SONY,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,52;PRESENT_X;NIKON,1.435224333E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,this is the Nikon Coolpix please pick it up and take a couple pictures,Nikon Coolpix;couple pictures;pick,,SS,

-,0;PRESENT_X;NIKON,1.435224352E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,it seems very practical,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,185;PRESENT_X;NIKON,1.435224356E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,very lightweight it has excellent picture quality the sensor is 20 megapixels it's basically a point and shoot camera,excellent picture quality;sensor;camera;megapixels;point,,SS,

-,0;PRESENT_X;NIKON,1.435224369E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,does it come in other color option,color option,SILENCE,NONE,NO_KEYWORD,CS,,
-,15;PRESENT_X;NIKON,1.435224372E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,we have purple pink black silver and red,pink black silver,,SS,

-,0;PRESENT_X;NIKON,1.435224379E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,this this is good,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,238;PRESENT_X;NIKON,1.435224383E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,we have them in stock right now as you like to look around the rest of the range of the similar.,rest;stock;range,,SS,

-,0;PRESENT_X;NIKON,1.435224394E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,okay thanks,thanks,SILENCE,NONE,NO_KEYWORD,CS,,
-,9;PRESENT_X;NIKON,1.435224399E9,154,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,thank you for your time have a good afternoon,good afternoon;time,,SS,
-,0;WAITING;NONE,1.435224403E9,154,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,


-,0;WAITING;NONE,1.435224468E9,155,WAITING,NONE,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
-,0;WAITING;NONE,1.43522447E9,155,WAITING,NONE,NONE,NONE,SONY,NONE,NONE,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,

-,0;WAITING;NONE,1.435224475E9,155,WAITING,NONE,SONY,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
-,0;NONE;NIKON,1.435224476E9,155,NONE,NIKON,SONY,NIKON,NIKON,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,1;NONE;NIKON,1.435224478E9,155,NONE,NIKON,SONY,NIKON,NIKON,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,good afternoon how can I help you,good afternoon,CM,SSSM,
-,0;NONE;NIKON,1.435224479E9,155,NONE,NIKON,SONY,NIKON,NIKON,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,SM,
-,0;NONE;NIKON,1.435224481E9,155,NONE,NIKON,SONY,NIKON,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,

-,0;FACE_TO_FACE;NONE,1.435224482E9,155,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,I'm looking for a camera for taking pictures in concerts,camera;pictures;concerts,SILENCE,NONE,NO_KEYWORD,CS,,
-,244;FACE_TO_FACE;NONE,1.435224488E9,155,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,tricky will you be using flash,flash,,SS,

-,0;FACE_TO_FACE;NONE,1.435224494E9,155,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,I prefer not,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,320;FACE_TO_FACE;NONE,1.435224495E9,155,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,I understand so you would also need to be up to have very close control over exposure,close control;exposure,,SS,

-,0;FACE_TO_FACE;NONE,1.435224503E9,155,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SPEAKING,yeah that's true,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CS,,
-,160;FACE_TO_FACE;NONE,1.435224506E9,155,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,SPEAKING,that's really only one kind of camera that will work for you,kind;camera,,SS,
-,0;PRESENT_X;CANON,1.43522451E9,155,PRESENT_X,CANON,NONE,NONE,MIDDLE,NIKON,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,SM,

-,109;PRESENT_X;CANON,1.435224513E9,155,PRESENT_X,CANON,NONE,NONE,MIDDLE,NIKON,CANON,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,this is the Canon 5d Mark 3 it gives you full creative control so that gives you full exposure control,creative control;Canon;exposure;Mark,,SSSM,
-,0;PRESENT_X;CANON,1.435224514E9,155,PRESENT_X,CANON,MIDDLE,NIKON,NIKON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,CM,,
-,0;PRESENT_X;CANON,1.435224515E9,155,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SILENCE,NONE,NO_KEYWORD,,,
BAD,45;PRESENT_X;CANON,1.435224525E9,155,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,in concert you might have big hot spots of light when you actually need quiet if I shut its speed or it could be very dim but you need a high ISO,big hot spots;high ISO;concert;light;speed,,SS,

-,0;PRESENT_X;CANON,1.435224538E9,155,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SPEAKING,justice do well on that environment,justice;environment,SILENCE,NONE,NO_KEYWORD,CS,,
-,63;PRESENT_X;CANON,1.43522454E9,155,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,SPEAKING,this is the best camera on the market for that environment the voice of top professionals for concert shooting,best camera;concert shooting;market;environment;voice;professionals,,SS,

