TIMESTAMP,TRIAL,SHOPKEEPER,SPATIAL_STATE,STATE_TARGET,CUSTOMER_TYPE,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,OUTPUT_SPATIAL_STATE,OUTPUT_STATE_TARGET,OUTPUT_CUSTOMER_FROM_MOTION,OUTPUT_CUSTOMER_TO_MOTION,OUTPUT_CUSTOMER_LOCATION,OUTPUT_SHOPKEEPER_FROM_MOTION,OUTPUT_SHOPKEEPER_TO_MOTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,CLUSTER_ID_SHOPKEEPER,IS_BAD_CLUSTER_SHOPKEEPER,CLUSTER_ID_CUSTOMER,IS_BAD_CLUSTER_CUSTOMER
1435905032,225,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,Honda how many mega pixels on the screen,mega pixels;Honda;screen,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,the sensor has 20 megapixels so you can make some really nice enlargements,nice enlargements;sensor;megapixels,103;PRESENT_X;NIKON,-,51;PRESENT_X;NIKON,-
1435905043,225,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,that sounds great thanks you have,great thanks,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,thanks for your time have a good afternoon,good afternoon;thanks;time,612;WAITING;NONE,-,197;PRESENT_X;NIKON,-
1435905087,226,PROACTIVE,WAITING,NONE,NOVICE,SONY,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,good afternoon how can I help,good afternoon,464;PRESENT_X;CANON,-,0;WAITING;NONE,-
1435905100,226,PROACTIVE,PRESENT_X,CANON,NOVICE,NONE,NONE,CANON,NONE,NONE,CANON,I'm looking for a new camera,new camera,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,can I ask what sort of pictures you take,sort;pictures,160;PRESENT_X;CANON,-,258;PRESENT_X;CANON,-
1435905107,226,PROACTIVE,PRESENT_X,CANON,NOVICE,NONE,NONE,CANON,NONE,NONE,CANON,general family snaps icon of thing,general family;icon;thing,PRESENT_X,NIKON,NONE,NONE,CANON,CANON,NIKON,NIKON,this is a top end professional camera very hard to use for family snaps but if you look up here we've got the perfect camera,perfect camera;professional camera;family snaps;end,193;PRESENT_X;NIKON,-,421;PRESENT_X;CANON,-
1435905119,226,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,CANON,CANON,NIKON,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,CANON,NIKON,NIKON,NONE,NONE,NIKON,this camera has a 20 megapixel sensor so you can make some beautiful enlargements so so very very responsive when you're out there and things are happening on the beach,megapixel sensor;beautiful enlargements;camera;things;beach,719;PRESENT_X;NIKON,-,0;PRESENT_X;NIKON,-
1435905138,226,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,uh huh I say,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it has 18 preset mode so once you find your two or three favorite ways to work it's just simple one or two buttons at the most it's not a lot to fiddle with,preset mode;favorite ways;buttons,19;PRESENT_X;NIKON,-,443;PRESENT_X;NIKON,-
1435905156,226,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,18 days 20 Mega something else's uh huh,Mega,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it's very easy to set up so that you never need to think about those things just point and shoot,things,459;PRESENT_X;NIKON,-,565;PRESENT_X;NIKON,-
1435905169,226,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,that sounds like a plan how much is it,plan,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it's excellent value on a $68,excellent value,121;PRESENT_X;NIKON,-,268;PRESENT_X;NIKON,-
1435905180,226,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,alright I'll take that advice I'll be back to you,advice,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,great thanks for your time have a great afternoon,great thanks;great afternoon;time,553;WAITING;NONE,-,44;PRESENT_X;NIKON,BAD
1435905187,226,PROACTIVE,WAITING,NONE,NOVICE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,Ikea,Ikea,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,88;WAITING;NONE,-
1435905227,227,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,NIKON,SONY,NIKON,NIKON,NONE,NONE,NIKON,good afternoon how can I help,good afternoon,435;PRESENT_X;NIKON,-,0;WAITING;NONE,-
1435905240,227,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,I'm looking for a new camera today,new camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,can I ask what sort of pictures you take,sort;pictures,570;PRESENT_X;NIKON,-,452;PRESENT_X;NIKON,-
1435905248,227,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,I'd like to play around with the effects a bit get some bud filters on an experiment of it,bud filters;bit;experiment;effects,PRESENT_X,SONY,NONE,NONE,MIDDLE,NIKON,SONY,SONY,we put two cameras that you can work with like that they have different limits let's start over here,different limits;cameras,134;PRESENT_X;SONY,-,300;PRESENT_X;NIKON,-
1435905262,227,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,MIDDLE,NIKON,SONY,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,MIDDLE,SONY,SONY,NONE,NONE,SONY,this is a Sony Alpha a6000 it's a mirrorless camera and the shutter speed goes up to 30 seconds weighs around about half a kilogram so it's a little heavier because of all the componentry but it gives you some great artistic effect built in,great artistic effect;shutter speed;Sony Alpha;mirrorless camera;kilogram;componentry,118;PRESENT_X;SONY,-,0;PRESENT_X;SONY,-
1435905288,227,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,what kind of effects does it have,kind;effects,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,toy camera soft focus vintage different presets for illusions,camera soft focus;vintage different presets;illusions;toy,60;PRESENT_X;SONY,-,572;PRESENT_X;SONY,-
1435905299,227,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see and La Senza size,La Senza size,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it's an aps-c sensor so little smaller than what a lot of people call full frame,aps-c sensor;frame;people,152;PRESENT_X;SONY,-,406;PRESENT_X;SONY,-
1435905311,227,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I say thank you and I how much does it cost,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this is $550,NO_KEYWORD,411;PRESENT_X;SONY,-,242;PRESENT_X;SONY,-
1435905320,227,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,okay thank you for your help I'll be in touch,touch;help,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thanks for your time have a good afternoon,good afternoon;thanks;time,495;WAITING;NONE,-,471;PRESENT_X;SONY,-
1435905351,228,PROACTIVE,WAITING,NONE,NOVICE,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435905359,228,PROACTIVE,WAITING,NONE,NOVICE,CANON,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,good afternoon how can I help,good afternoon,435;PRESENT_X;NIKON,-,0;WAITING;NONE,-
1435905373,228,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,yeah I'm looking for a camera something a little bit trendy,little bit;camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,can I ask what sort of pictures you take,sort;pictures,570;PRESENT_X;NIKON,-,214;PRESENT_X;NIKON,-
1435905383,228,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,pictures of people places the usual kind of things,usual kind;pictures;people;things,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,going out parties family holidays,parties family holidays,95;PRESENT_X;NIKON,-,25;PRESENT_X;NIKON,-
1435905393,228,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,yeah and the man that kind of thing here,thing;kind;man,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this is an excellent camera it's very lightweight it comes in a number of Colours and it's got 20 mega pixels on the sensor so you can make some nice enlargement too,mega pixels;nice enlargement;excellent camera;Colours;sensor;number,103;PRESENT_X;NIKON,-,25;PRESENT_X;NIKON,-
1435905408,228,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,okay is it simple enough for the kids to use,kids,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,yes it's very simple to use you can set it up so it's just point and shoot,shoot;point,753;PRESENT_X;NIKON,-,44;PRESENT_X;NIKON,BAD
1435905419,228,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I said uh,uh,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-,340;PRESENT_X;NIKON,-
1435905426,228,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,what colors does it come in,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this camera comes in purple pink black silver and red,pink black silver;camera,345;PRESENT_X;NIKON,-,49;PRESENT_X;NIKON,BAD
1435905436,228,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I could work with something that yeah okay thanks for your help,okay thanks;help,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,thanks a lot for your time have a good afternoon,good afternoon;thanks;time,612;WAITING;NONE,-,610;PRESENT_X;NIKON,-
1435905496,229,PROACTIVE,PRESENT_X,SONY,,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,good afternoon how can I help,good afternoon,392;PRESENT_X;SONY,-,0;PRESENT_X;SONY,-
1435905505,229,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,I'm just browsing at the moment around,moment,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,we have some interesting cameras here would you like some information about any of them or can I ask what sort pictures you take,interesting cameras;information,385;PRESENT_X;SONY,-,125;PRESENT_X;SONY,-
1435905519,229,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,Oz Show tell me about the camera,Oz;camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this camera is designed to take pictures that are just as good as a topping professional camera but still be very easy to use,professional camera;pictures,615;PRESENT_X;SONY,-,22;PRESENT_X;SONY,BAD
1435905533,229,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,Ice Age,Ice Age,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,if you like I can show you the other kinds of cameras that are available these days,kinds;cameras,99;PRESENT_X;SONY,-,424;PRESENT_X;SONY,-
1435905545,229,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,sure why not,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,SONY,SONY,NIKON,NIKON,over here we've got a camera that's also very easy to use it's got nice picture quality but it doesn't have the artistic control that the other cameras have,nice picture quality;artistic control;camera;cameras,66;PRESENT_X;NIKON,-,192;PRESENT_X;SONY,-
1435905561,229,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,so it's basic,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,It's one tenth the price and it's just point-and-shoot,price,121;PRESENT_X;NIKON,-,168;PRESENT_X;NIKON,-
1435905572,229,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,so simple,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,would you like to see the other kind of camera that's common these days,kind;camera,548;PRESENT_X;NIKON,-,36;PRESENT_X;NIKON,BAD
1435905581,229,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,Om Nom okay thanks I just have a look around by myself okay thanks have a good sign if you have any questions please,Nom okay thanks;good sign;look;questions,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,okay thanks have a good sign if you have any questions please just ask okay thank you,okay thanks;okay thank;good sign;questions,681;WAITING;NONE,-,47;PRESENT_X;NIKON,-
1435905590,229,PROACTIVE,WAITING,NONE,NOVICE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,okay thank you,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,184;WAITING;NONE,-
1435905636,230,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,CANON,CANON,SERVICE_COUNTER,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,good afternoon how can I help,good afternoon,464;PRESENT_X;CANON,-,0;WAITING;NONE,-
1435905648,230,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I'm just looking around for nothing,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,no problem can I ask what sort of pictures you take,sort;problem;pictures,160;PRESENT_X;CANON,-,37;PRESENT_X;CANON,BAD
1435905657,230,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,take a load of outdoorsy pictures,load;outdoorsy pictures,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,I would suggest this is a family vacation kind of camera and in general those sorts of cameras are in this corner,family vacation kind;sorts;camera;cameras;corner,88;PRESENT_X;CANON,-,7;PRESENT_X;CANON,-
1435905667,230,PROACTIVE,PRESENT_X,NIKON,ADVANCED,MIDDLE,NIKON,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-,0;PRESENT_X;NIKON,-
1435905673,230,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,I say so,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,the most advanced cameras are over here,advanced cameras,253;PRESENT_X;NIKON,BAD,443;PRESENT_X;NIKON,-
1435905679,230,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,and the cameras with good control that take great pictures but are simple to use are over here,good control;great pictures;cameras,213;PRESENT_X;NIKON,-,0;PRESENT_X;NIKON,-
1435905689,230,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,okay thanks I'll have a look around the world back to you,thanks;look;world,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,feel free to browse if you have any questions I'm here please feel free to ask,questions,117;WAITING;NONE,-,193;PRESENT_X;NIKON,-
1435905709,230,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,she's late,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,yeah,yeah,146;PRESENT_X;SONY,-,116;PRESENT_X;SONY,BAD
1435905717,230,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,can you explain the artistic effects modes available with this one,artistic effects modes,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it has 13 artistic effects built into the camera seems like vintage camera soft focus black and white,camera soft focus;artistic effects,584;PRESENT_X;SONY,-,42;PRESENT_X;SONY,-
1435905733,230,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,how is this one on price,price,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,550 dollars,dollars,441;PRESENT_X;SONY,-,73;PRESENT_X;SONY,-
1435905740,230,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I say ahh right thanks for your help I'll be back then,ahh right;thanks;help,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thanks for your time have a good afternoon,good afternoon;thanks;time,495;WAITING;NONE,-,428;PRESENT_X;SONY,-
1435905775,231,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,0;WAITING;NONE,-
1435905780,231,PROACTIVE,WAITING,NONE,ADVANCED,CANON,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,SERVICE_COUNTER,NIKON,NIKON,good afternoon how can I help,good afternoon,673;PRESENT_X;NIKON,-,0;WAITING;NONE,-
1435905789,231,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,um on fashion photographer and I'm looking to update my equipment,fashion photographer;um;equipment,PRESENT_X,CANON,NONE,NONE,NIKON,NIKON,CANON,CANON,I think we can see straight away we can have a look at the Canon 5d Mark 3,Canon 5d Mark;look,381;PRESENT_X;CANON,-,58;PRESENT_X;NIKON,-
1435905802,231,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,NIKON,NIKON,CANON,CANON,okay uh are there any automatic settings on this phone,okay uh;automatic settings;phone,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,many it's designed for manual override of all functions depending on the lens you use most Auto functions are usually available,manual override;Auto functions;lens,630;PRESENT_X;CANON,-,535;PRESENT_X;CANON,-
1435905824,231,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,what's the price for this cannon,cannon;price,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,the camera body is $2000 we will have to talk about the kinds of lenses and your kind of fashion photography separately,camera body;fashion photography;lenses;kinds;kind,600;PRESENT_X;CANON,-,128;PRESENT_X;CANON,-
1435905838,231,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,Okay so you two or $3000 altogether,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,do you have any lenses now that would be usable with this body,lenses;body,399;PRESENT_X;CANON,-,18;PRESENT_X;CANON,-
1435905849,231,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I would have to check but I have some canon lenses,canon lenses,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,NONE,NO_KEYWORD,0;PRESENT_X;CANON,-,95;PRESENT_X;CANON,-
1435905856,231,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,okay thank you for time of your insides,insides;time,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,have a great afternoon come in anytime and we can give you some more information sir,great afternoon;information sir,240;WAITING;NONE,-,338;PRESENT_X;CANON,-
1435905868,231,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I like it,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-,37;PRESENT_X;CANON,BAD
1435906874,232,PROACTIVE,WAITING,NONE,NOVICE,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,SONY,SERVICE_COUNTER,NIKON,NIKON,good afternoon how can I help,good afternoon,673;PRESENT_X;NIKON,-,0;WAITING;NONE,-
1435906886,232,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I'll get off today and I'm just looking around at the moment I'm not really sure what I'm after,moment,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,let me explain the layout of the store over here we have the top end professional cameras in that camera over there sells just the body for $2000 but it does everything,professional cameras;layout;store;end;body,775;PRESENT_X;NIKON,-,458;PRESENT_X;NIKON,-
1435906904,232,PROACTIVE,FACE_TO_FACE,NONE,NOVICE,NONE,NONE,MIDDLE,NONE,NONE,MIDDLE,I think I'm in the wrong shop,wrong shop,FACE_TO_FACE,NONE,NONE,NONE,MIDDLE,NONE,NONE,MIDDLE,over here we have the family-friendly cameras 68 dollars it takes beautiful pictures point and shoot,beautiful pictures point;family-friendly cameras;dollars;shoot,135;FACE_TO_FACE;NONE,-,671;FACE_TO_FACE;NONE,-
1435906914,232,PROACTIVE,FACE_TO_FACE,NONE,NOVICE,NONE,NONE,MIDDLE,NONE,NONE,MIDDLE,so this one takes good pictures of $68,good pictures,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-,85;FACE_TO_FACE;NONE,-
1435906921,232,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I say let's have a look,look,PRESENT_X,NIKON,NONE,NONE,MIDDLE,MIDDLE,NIKON,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-,193;PRESENT_X;NIKON,-
1435906928,232,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,what colors does it come in,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this one comes in purple pink black silver and red,pink black silver,345;PRESENT_X;NIKON,-,49;PRESENT_X;NIKON,BAD
1435906941,232,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,okay,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,do you like to try taking a picture with it,picture,488;PRESENT_X;NIKON,-,405;PRESENT_X;NIKON,-
1435906955,232,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I'm really just looking at the moment thanks,thanks;moment,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,can I ask what sort of pictures you take,sort;pictures,570;PRESENT_X;NIKON,-,458;PRESENT_X;NIKON,-
1435906965,232,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,just your standard holiday fare,standard holiday fare,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it's the perfect kind of camera you can see we have another category over there but it's a big jump up in price those cameras are designed to take an economical approach to top end photography whereas this camera are for family use fantastic results,perfect kind;economical approach;big jump;fantastic results;end photography;camera;category;cameras;price,390;PRESENT_X;NIKON,-,57;PRESENT_X;NIKON,-
1435906991,232,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,oh I see thanks for your help and I'll be in touch,thanks;touch;help,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,thanks for your time have a good afternoon,good afternoon;thanks;time,612;WAITING;NONE,-,346;PRESENT_X;NIKON,-
1435907021,233,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,FACE_TO_FACE,NONE,NONE,NONE,CANON,SERVICE_COUNTER,NIKON,NIKON,good afternoon how can I help,good afternoon,573;FACE_TO_FACE;NONE,-,0;WAITING;NONE,-
1435907028,233,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I'm looking for a camera a bit better than what I've got at the moment,moment;bit;camera,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,can I ask what sort of pictures you take,sort;pictures,160;PRESENT_X;CANON,-,117;PRESENT_X;CANON,-
1435907039,233,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I'm kind of taking up as a new hobby really something it better than your average snap but,average snap;new hobby,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,This camera over here has full manual control of every function you can imagine the standard shutter speed runs up to 30 seconds and it has a bulb mode so if you want to take a twelve hour picture that's very easy to do as well,standard shutter speed;bulb mode;manual control;camera;function;picture,285;PRESENT_X;CANON,-,258;PRESENT_X;CANON,-
1435907066,233,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,12 hour picture,picture,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,it's $2000 for the body only so it's for more experienced photographers if you're just starting this is a good camera,experienced photographers;good camera;body,280;PRESENT_X;CANON,-,316;PRESENT_X;CANON,-
1435907078,233,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,CANON,CANON,SONY,SONY,okay show me,NO_KEYWORD,PRESENT_X,SONY,CANON,SONY,SONY,NONE,NONE,SONY,the quality from this camera is on a par with the other camera over there but it's quarter the price and you don't have to buy lenses in addition everything's included in the body you can take up to 30 seconds shutter speed photos,shutter speed photos;camera;lenses;par;addition;quarter;quality;price;body,145;PRESENT_X;SONY,-,624;PRESENT_X;SONY,-
