TIMESTAMP,TRIAL,SHOPKEEPER,SPATIAL_STATE,STATE_TARGET,CUSTOMER_TYPE,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,OUTPUT_SPATIAL_STATE,OUTPUT_STATE_TARGET,OUTPUT_CUSTOMER_FROM_MOTION,OUTPUT_CUSTOMER_TO_MOTION,OUTPUT_CUSTOMER_LOCATION,OUTPUT_SHOPKEEPER_FROM_MOTION,OUTPUT_SHOPKEEPER_TO_MOTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,CLUSTER_ID,IS_BAD_CLUSTER
1437632856,518,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,yes I just need to talk to my wife and see what she says about it and I get back to you,wife,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,no problem we'll see you soon thanks for your time,NO_KEYWORD,265;PRESENT_X;NIKON,-
1437632867,518,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you very much and see you later,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,cu,NO_KEYWORD,2;WAITING;NONE,BAD
1437632902,519,PROACTIVE,NONE,MIDDLE,NOVICE,DOOR,MIDDLE,MIDDLE,NONE,NONE,NIKON,NONE,NO_KEYWORD,NONE,MIDDLE,DOOR,MIDDLE,MIDDLE,NONE,NONE,NIKON,good afternoon how can I help,NO_KEYWORD,11;NONE;MIDDLE,-
1437632905,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I'm looking for a camera that is so childish affordable and easy to use to have one of those,camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,depends on what sort of pictures excite we have two very stylish affordable cameras $68 to look at one is over $500,NO_KEYWORD,310;PRESENT_X;NIKON,-
1437632924,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,oh I see I think I might be looking to get to the one that cost 68 dollars can you please show me,dollars,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,show just over here this camera takes beautiful pictures but it's designed to be point-and-shoot catch that moment with family and friends or when it's an old family holiday,NO_KEYWORD,121;PRESENT_X;NIKON,-
1437632946,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,what about the way this is a lighter is it heavy,way,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,120 grams please pick it up and take a picture to see how you feel with it,NO_KEYWORD,54;PRESENT_X;NIKON,-
1437632961,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,yes you're right is very light,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,it also has 18 different modes way you can teleport so the conditions are just to help me lift the picture quality a little fun.. The beach of the snow it can work out some special settings to make that picture that this better,NO_KEYWORD,3;PRESENT_X;NIKON,BAD
1437632982,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,can you please explain me more about the their priests head mode,priests;mode,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,if you go into the menu system you'll see something that comes out of his presents and then it'll say well I want to take a night time I like the beach I'm in the snow it's a lot what's going on and what you're thinking and it will choose the perfect setting for exactly what you want,NO_KEYWORD,3;PRESENT_X;NIKON,BAD
1437633011,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I see so what about the optical song,optical song,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,that's five times so you can do a bit of summe backwards and forwards without having to,NO_KEYWORD,41;PRESENT_X;NIKON,-
1437633026,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,and is this one of your later side cameras,later side cameras,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,if this is the current model,NO_KEYWORD,2;PRESENT_X;NIKON,-
1437633033,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I see I think my wife will really like this camera,wife;camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,if it's a great camera for the whole family and very easy to use,NO_KEYWORD,218;PRESENT_X;NIKON,-
1437633045,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,escape waterproof,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,nothing fun if you drop this coming to water it will die but we have some waterproof accessories he is such a plastic bags you can sit around it so that if you are we might get with you can keep it sexy,NO_KEYWORD,3;PRESENT_X;NIKON,BAD
1437633072,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,is accessories a very affordable as well,NO_KEYWORD,153;PRESENT_X;NIKON,-
1437633078,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,okay well I'm going through to see if I the one that fits me and talk to my family and see what they think about the camera,camera;family,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,no problem is there anything else I can help with today,NO_KEYWORD,14;PRESENT_X;NIKON,-
1437633097,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,so far you've been very helpful I will get back to you as soon as I talk to my family thank you very much for your assistance,family;assistance,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,no problem we'll see you again have a good afternoon,NO_KEYWORD,265;PRESENT_X;NIKON,-
1437633108,519,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you you too have a great day,NO_KEYWORD,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437633174,520,PROACTIVE,WAITING,NONE,ADVANCED,NONE,NONE,DOOR,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,NONE,NONE,DOOR,NONE,NONE,SERVICE_COUNTER,good afternoon,NO_KEYWORD,2;WAITING;NONE,BAD
1437633176,520,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,MIDDLE,MIDDLE,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-
1437633179,520,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,hi good afternoon,good afternoon,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-
1437633182,520,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,I'm looking for a camera with very specific pictures,specific pictures;camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,what exactly you looking for we should have time to get suits,NO_KEYWORD,240;PRESENT_X;NIKON,-
1437633192,520,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,a camera that you take some pictures,camera;pictures,PRESENT_X,SONY,NONE,NONE,MIDDLE,NIKON,SONY,SONY,capture camera so I can take out to take pictures the Sony has the number of settings but some limits the controls for the shutter speed will go up to 30 seconds but if you want to do very long exposures through that,NO_KEYWORD,76;PRESENT_X;NIKON,-
1437633216,520,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I sent a can you explain me more about the pictures,pictures,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this is a lightweight camera designed for travel it takes beautiful pictures and you can change the lenses on it thinking there's some compromises it only weighs half a kilogram as compared to / kilogram for full manual control camera,NO_KEYWORD,92;PRESENT_X;SONY,-
1437633240,520,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,and what about the auto focus points,auto focus points,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,so it's very good at catching auto focus throughout the picture and will Jackson moving it can follow them quite closely,NO_KEYWORD,239;PRESENT_X;SONY,-
1437633256,520,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I can wear body is sore,body,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this goes up to 3200 insulated evening and take some really nice pictures we have a. And manually operated camera be here the rule is the docket conditions for the higher ISO,NO_KEYWORD,257;PRESENT_X;SONY,BAD
1437633276,520,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,you please show me that camera,camera,PRESENT_X,CANON,NONE,NONE,SONY,SONY,CANON,CANON,certainly,NO_KEYWORD,2;PRESENT_X;CANON,-
1437633294,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,cool I think this is the one that I've been looking for,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,is it supposed to research great for travel and yes it does require a little bit more than the others but then that's the compromise with full credit control,NO_KEYWORD,87;PRESENT_X;CANON,-
1437633314,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,yes I understand and how does how does how much does he weight,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,1 kilogram if you had a lens that can become another kilogram,NO_KEYWORD,158;PRESENT_X;CANON,-
1437633329,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I see so that might be very heavy what about the sensor size,sensor size,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this is a full-frame CMOS sensor which is part of the reason to take such good pictures in low light,NO_KEYWORD,292;PRESENT_X;CANON,-
1437633344,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,does it comes with manual settings,manual settings,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,all settings can be made manually many of the settings a preset to be automatic but you can just change that over so any manual city you want to try is available,NO_KEYWORD,179;PRESENT_X;CANON,-
1437633362,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I see and can you please tell me about the long exposure,long exposure,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,the study expose you guys up to 30 seconds and then it has a bald mode so you need you can keep the shop for as long as you want I was so days,NO_KEYWORD,138;PRESENT_X;CANON,-
1437633380,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,that's very convenient for me I think this is the one that I have been looking for,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,we can set it up in the shop so they tell you to come back and use it to take some test shots with it if you like,NO_KEYWORD,224;PRESENT_X;CANON,-
1437633393,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,this I think I would really like that,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,Saturday morning is a good time for us if you have time to come in then,NO_KEYWORD,240;PRESENT_X;CANON,BAD
1437633406,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,what about saturday in the afternoon,afternoon;saturday,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,if that's fine I'll make sure the camera is ready for you to test it,NO_KEYWORD,59;PRESENT_X;CANON,-
1437633417,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,okay then,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,Lucas will be ready,NO_KEYWORD,273;PRESENT_X;CANON,-
1437633422,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I'll be back here on Saturday in the afternoon,afternoon;Saturday,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,great look forward to seeing you again,NO_KEYWORD,100;PRESENT_X;CANON,-
1437633429,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,thank you very much and I see you on Sunday,Sunday,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,thanks your time,NO_KEYWORD,261;PRESENT_X;CANON,-
1437633436,520,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,thank you have a great day,NO_KEYWORD,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437633483,521,PROACTIVE,NONE,DOOR,ADVANCED,NONE,NONE,DOOR,NONE,NONE,CANON,NONE,NO_KEYWORD,NONE,DOOR,NONE,NONE,DOOR,NONE,NONE,CANON,good afternoon how can I help,NO_KEYWORD,11;NONE;DOOR,-
1437633485,521,PROACTIVE,NONE,MIDDLE,ADVANCED,DOOR,MIDDLE,MIDDLE,NONE,NONE,CANON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,0;PRESENT_X;NIKON,-
1437633486,521,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,hi Crafternoon I'm looking for a camera with very specific settings,hi Crafternoon;specific settings;camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,what sort of things are you interested,NO_KEYWORD,51;PRESENT_X;NIKON,-
1437633497,521,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,this is for my art class so I really need a camera that can fit those,art class;camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,by using a camera in your class now,NO_KEYWORD,2;PRESENT_X;NIKON,-
1437633506,521,PROACTIVE,FACE_TO_FACE,NONE,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,well I'm looking to buy one this time I are classmates,classmates;time,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this camera has full manual settings and takes a wide range of lessons can I ask what you're doing,NO_KEYWORD,166;PRESENT_X;CANON,-
1437633523,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,well I'm taking a painting pictures of many different artists,painting pictures;different artists,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,so you're actually painting and you want a camera you can use to capture seems that you will copy from,NO_KEYWORD,240;PRESENT_X;CANON,BAD
1437633540,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,yes that is correct,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,what kind of scene,NO_KEYWORD,2;PRESENT_X;CANON,-
1437633547,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,well there many many Castleford like portrayed sore picture frames that kind of stuff,sore picture frames;Castleford;stuff,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,I guess it's not class so they'll be taking her to all sorts of different kinds of pictures and most of the different kinds of painting do you have a budget for this,NO_KEYWORD,311;PRESENT_X;CANON,-
1437633573,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,well I do have a credit card so I can run while on it,credit card,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this is a top in photojournalism camera and you could go to any length you need on to this camera so that it will suit any form of artistic photography,NO_KEYWORD,61;PRESENT_X;CANON,-
1437633596,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,can you tell me about the rate,rate,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,Christmas to do because it plays one kilogram if you would have go traveling is this plus lenses to be two or three upwards kilograms are quite happy to travel with the excellent work at your off with,NO_KEYWORD,4;PRESENT_X;CANON,BAD
1437633617,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,okay I see and can you please explain me about it I assume,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,because this camera has a full frame CMOS sensor is so 6400 which is quite hi it's grace in low light conditions it'll give you really please picture in quite low light,NO_KEYWORD,148;PRESENT_X;CANON,-
1437633639,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,nice and what about the mental settings,mental settings,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,any manual setting you want is available on this camera,NO_KEYWORD,179;PRESENT_X;CANON,-
1437633650,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,okay sounds great and lastly I worry about the out of focus,okay sounds;focus,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this is 61 O Tires points and it's a big drop over the last little what can and have been able to do with you will auto focus points but better software can have better results it's much more responsive the most of the cameras,NO_KEYWORD,95;PRESENT_X;CANON,BAD
1437633676,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,and do you have it in white,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,black animal Friday the full professional camera,NO_KEYWORD,102;PRESENT_X;CANON,-
1437633684,521,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,okay I see Chris at White is my favorite colors but I might consider your not getting the black women,favorite colors;black women;Chris;White,PRESENT_X,SONY,NONE,NONE,CANON,CANON,SONY,SONY,we do have a camera that takes beautiful shots that is available in white but it does not have the same easy for manual controls it does not have the long exposure fitting,NO_KEYWORD,3;PRESENT_X;CANON,BAD
1437633706,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see I can you please explain me more about the features on this camera,camera;features,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,if he spits up see how much lighter is the camera so ready to see it takes great pictures but it doesn't weigh as much,NO_KEYWORD,85;PRESENT_X;SONY,-
1437633723,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,yes I can see that well maybe I can bite you know both of them since I really like to know why so I may have one for my art class and the other one for my trip,art class;trip,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,I might just start with this camera see how you feel about using it really does take great pictures and if you're going to copy from,NO_KEYWORD,163;PRESENT_X;SONY,-
1437633751,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see and can you explain me more of the features on this camera,camera;features,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it also has great autofocus sorry for trying to take pictures of people or animals or anything that's going to be rude then it's going to be very responsive to keeping that in focus the load about 250 flexible too but I'm not sure if that's useful for decisions about those who do you paint,NO_KEYWORD,3;PRESENT_X;SONY,BAD
1437633780,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see and what about the pre settlement,pre settlement,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it has a range of precip parts so that you can tell us where you are and how you're working and you can make a lot of big decisions automatically for you,NO_KEYWORD,198;PRESENT_X;SONY,-
1437633798,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see well I think I might start with this camera and see how are you and then my looking to the tenant,tenant;camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,is this is a great camera to stop with because it teaches you a lot of the ideas of the other countries flirting with it's great to have pool - control but this gives you a feel for what that can mean,NO_KEYWORD,3;PRESENT_X;SONY,BAD
1437633823,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I understand yeah I think this is the one I've been looking for my you know my trips and then I will you know,yeah;trips,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,right I'm glad I could help is there anything else I can help you with today,NO_KEYWORD,14;PRESENT_X;SONY,-
1437633842,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,is it possible to come back on the weekend and maybe try the camera before I buy it,weekend;camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,we can have it set up for you just let us know when you're going to come in and we can have a prepared for the length of a temp job so you can see how it goes maybe bring your laptop in,NO_KEYWORD,264;PRESENT_X;SONY,-
1437633865,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,sounds great let me just look into my agenda and see what time I'm free on the weekend,agenda;weekend;time,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,no problem just let us know when you're coming and will be ready for you,NO_KEYWORD,264;PRESENT_X;SONY,-
1437633878,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,do you have a car where I can business card where I can contact you,business card,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,brochure with the specifications in please,NO_KEYWORD,2;PRESENT_X;SONY,BAD
1437633893,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,is very kind for you thank you very much and I'll see you on the weekend,weekend,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,thank you look forward to seeing you again have a great afternoon,NO_KEYWORD,100;PRESENT_X;SONY,-
1437633900,521,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,Jethro,NO_KEYWORD,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,-
1437633954,522,PROACTIVE,FACE_TO_FACE,NONE,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,hi good afternoon I'm looking for a camera for my son just graduated from school and I would like to buy him a new camera,hi good afternoon;new camera;son;school,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,I see you taking pictures before I had a camera before,NO_KEYWORD,24;FACE_TO_FACE;NONE,-
1437633969,522,PROACTIVE,FACE_TO_FACE,NONE,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,yes he prefers Nikon camera and I'm looking to upgrade his camera,Nikon camera,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,so he's used to having this sort of camera for family and friends but maybe won't stay for good,NO_KEYWORD,327;FACE_TO_FACE;NONE,-
1437633987,522,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,yes I plan a trip to Costa Rica next month and she really needs a camera pictures,Costa Rica;camera pictures;trip,PRESENT_X,SONY,NONE,NONE,NIKON,NIKON,SONY,SONY,what is the best cameras for travelers it is over here its a Sony a6000 quite polite because it's designed to have that mirror and the Prisoner that's so much weight to professional cameras and it still takes beautiful pictures,NO_KEYWORD,245;PRESENT_X;SONY,-
1437634017,522,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,well my son is not professional she will like a camera with nice earrings out to focus points sensor size those type of things,nice earrings;camera;son;points;size;type;things,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this is a great camera to stuck with for a lot of that you can get these to work when you leave or automatically for travel it's quite life give him some of the ideas about what he might look for that open camera one day in the future but for now it's going to take fantastic beaches in Costa Rica is really and have a little bit to think about it too,NO_KEYWORD,3;PRESENT_X;SONY,BAD
1437634059,522,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,ok I see thank you please tell me about the price in December,price,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,if the rent $550 for the basic plan,NO_KEYWORD,36;PRESENT_X;SONY,-
1437634068,522,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,well we think it's a little bit over my budget do you have a camera that is more affordable,little bit;budget;camera,PRESENT_X,NIKON,NONE,NONE,SONY,SONY,NIKON,NIKON,the next cheapest camera is similar to it has some limited manual settings it still takes great pictures,NO_KEYWORD,85;PRESENT_X;NIKON,-
1437634090,522,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,okay I seek with the ones you had before is already 2 years old so I think this is the newest version of the masquerade,newest version;masquerade;ones,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,already has been upgraded is now has a 20 megapixel sensor other than that it does look the same job taking pictures of family and friends,NO_KEYWORD,276;PRESENT_X;NIKON,-
1437634112,522,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,ok he will he's already familiar with the Nikon camera and since this is the latest one I think this will be great for him,Nikon camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,fantastic it's got a few more colors available to see it suit and a few extra glamour affective disorder singer sing coming through on Facebook you can now do that inside the camera,NO_KEYWORD,3;PRESENT_X;NIKON,BAD
1437634136,522,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I see yeah he is he likes to upload pictures on facebook so what about the megapixels in December,yeah;facebook;pictures;megapixels,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,20 megapixels so you can do some really nice enlargement,NO_KEYWORD,41;PRESENT_X;NIKON,-
1437634149,522,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,and what about the optical zoom,optical zoom,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,5 times and it's all set from inside the camera so there are no delays is that you have to change,NO_KEYWORD,82;PRESENT_X;NIKON,BAD
1437634160,522,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,okay I'm sorry if I'm asking too many questions is just that I'm not very familiar with this,questions,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,asking the questions you need sir that's fine,NO_KEYWORD,68;PRESENT_X;NIKON,-
1437634172,522,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,great so can you please explain me more about this manual settings,manual settings,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,nice camera there is a very limited menu settings there's a chance maybe to set the focus but that's about all that the focus and adjust exposure Decker a little bit later a little bit if you want my list of things that's a very big jump in price,NO_KEYWORD,3;PRESENT_X;NIKON,BAD
