INDEX,TIMESTAMP,TRIAL,SHOPKEEPER,SPATIAL_STATE,STATE_TARGET,CUSTOMER_TYPE,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,OUTPUT_SPATIAL_STATE,OUTPUT_STATE_TARGET,OUTPUT_CUSTOMER_FROM_MOTION,OUTPUT_CUSTOMER_TO_MOTION,OUTPUT_CUSTOMER_LOCATION,OUTPUT_SHOPKEEPER_FROM_MOTION,OUTPUT_SHOPKEEPER_TO_MOTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,CLUSTER_ID_SHOPKEEPER,IS_BAD_CLUSTER_SHOPKEEPER,CLUSTER_ID_CUSTOMER,IS_BAD_CLUSTER_CUSTOMER
201,1435223182,149,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,and what about the exposure,exposure,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,on a standard shutter speeds it will go up to 30 seconds you can also change the bulb mode where you can keep the shutter open forever,standard shutter;bulb mode,138;PRESENT_X;CANON,0,138;PRESENT_X;CANON,0
202,1435223196,149,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,and the sensor size,sensor size,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,full frame it's same size as a piece of 35 mil film that's the standard for a top end camera,mil film;frame;camera;size;piece;standard;end,274;PRESENT_X;CANON,0,274;PRESENT_X;CANON,0
203,1435223212,149,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,what about the auto focus points,auto focus points,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,it has 61 autofocus points and a number of modes that use those to create very fast response,autofocus points;modes;number;response,314;PRESENT_X;CANON,0,314;PRESENT_X;CANON,0
204,1435223233,149,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,some people think it's a bit heavy it weighs one kilogram but that is what you get when you buy a top end camera,kilogram;bit;camera;people;end,48;PRESENT_X;CANON,0,48;PRESENT_X;CANON,0
205,1435223244,149,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how much does this phone cost,phone cost,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,the body is $2000 the lenses cost extra,lenses cost;body,203;PRESENT_X;CANON,0,203;PRESENT_X;CANON,0
206,1435223256,149,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how much Freedom do I get when using this camera,camera;Freedom,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,you have full creative control it has every possible manual setting,possible manual setting;creative control,112;PRESENT_X;CANON,0,112;PRESENT_X;CANON,0
207,1435223269,149,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,this camera sounds pretty good,camera,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,we have one set up over here with a small zoom lens if you would like to try using it,small zoom lens,217;PRESENT_X;CANON,0,217;PRESENT_X;CANON,0
208,1435223286,149,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,hm I think I will check back in later thank you very much,hm,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,no worries thank you for your time I look forward to seeing you again,worries;time,263;PRESENT_X;CANON,0,263;PRESENT_X;CANON,0
209,1435223316,150,PROACTIVE,WAITING,NONE,NOVICE,DOOR,SONY,SONY,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,SERVICE_COUNTER,SONY,SONY,good afternoon how can I help today,good afternoon,1;PRESENT_X;SONY,0,1;PRESENT_X;SONY,0
210,1435223351,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,this camera looks good,camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it's an excellent camera that takes the same quality pictures as a top-end camera without the top and price,top-end camera;excellent camera;quality pictures;price,55;PRESENT_X;SONY,0,55;PRESENT_X;SONY,0
211,1435223364,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,tell me more about it,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it's only $550 but it has 179 autofocus points you can hold autofocus across a wide range of movement and it has a good sense of size,autofocus points;good sense;wide range,166;PRESENT_X;SONY,0,166;PRESENT_X;SONY,0
212,1435223383,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,the picture quality is superb you would be able to take pictures and make large posters for your wall you can also show them on high definition televisions,high definition televisions;large posters;picture quality;pictures;wall,50;PRESENT_X;SONY,0,50;PRESENT_X;SONY,0
213,1435223398,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,that sounds good how high can I set the ISO,ISO,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,the ISO goes up to 3200 is so so you can take pictures up to mid evening,evening;ISO;pictures,32;PRESENT_X;SONY,0,32;PRESENT_X;SONY,0
214,1435223414,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,does it have any preset modes for different environment conditions,preset modes;different environment;conditions,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it has 9 preset modes and they include the operation of the flash sometimes people just choose one or two preset modes and stay with what they're comfortable with and it will always respond in a reliable way,preset modes;reliable way;operation;flash;people,88;PRESENT_X;SONY,0,88;PRESENT_X;SONY,0
215,1435223435,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,does it come in white,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,yes it does we have white silver and black,white silver;black,134;PRESENT_X;SONY,0,134;PRESENT_X;SONY,0
216,1435223444,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,how much does this cost,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this camera is $550,camera,12;PRESENT_X;SONY,0,12;PRESENT_X;SONY,0
217,1435223455,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,can I ask what kind of pictures you take,kind;pictures,70;PRESENT_X;SONY,0,70;PRESENT_X;SONY,0
218,1435223463,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,I take pictures of people mostly my friends to capture the events I go to,pictures;people;friends;events,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,you like to be with people and catch the moment,moment;people,108;PRESENT_X;SONY,0,108;PRESENT_X;SONY,0
219,1435223476,150,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,that's true,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,SONY,SONY,NIKON,NIKON,we have a more practical camera for that over here,practical camera,231;PRESENT_X;SONY,0,231;PRESENT_X;SONY,0
220,1435223501,150,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,how many megapixels,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,20 megapixels so you can make quite large enlargement,large enlargement;megapixels,199;PRESENT_X;NIKON,0,199;PRESENT_X;NIKON,0
221,1435223511,150,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,and this this one come in white,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,white is almost the only color it does not come in it comes in purple pink black silver and red,pink black silver;color,15;PRESENT_X;NIKON,0,15;PRESENT_X;NIKON,0
222,1435223525,150,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I see and how much does this phone cost,phone cost,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this is only $68 it's the best camera in its price range,best camera;price range,142;PRESENT_X;NIKON,0,142;PRESENT_X;NIKON,0
223,1435223542,150,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,thank you for your help,help,WAITING,NONE,NONE,NONE,NIKON,NIKON,SERVICE_COUNTER,SERVICE_COUNTER,thank you for your time have a good afternoon,good afternoon;time,9;PRESENT_X;NIKON,0,9;PRESENT_X;NIKON,0
224,1435223576,151,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,good afternoon how can I help today,good afternoon,1;PRESENT_X;NIKON,0,1;PRESENT_X;NIKON,0
225,1435223601,151,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,I am looking for camera,camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,can I ask her to the pictures you take,pictures,20;PRESENT_X;NIKON,0,20;PRESENT_X;NIKON,0
226,1435223610,151,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,show me the camera that's that's practical but also has a little bit of manual configuration so that I can set up my pictures,little bit;manual configuration;camera;pictures,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this camera here is excellent but it has no manual control at all,manual control;camera,73;PRESENT_X;NIKON,0,73;PRESENT_X;NIKON,0
227,1435223633,151,PROACTIVE,PRESENT_X,NIKON,ADVANCED,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,if we look up here it's cameras practical for family portraits it takes excellent travel pictures and has good manual control,excellent travel pictures;good manual control;family portraits;cameras,241;PRESENT_X;NIKON,0,241;PRESENT_X;NIKON,0
228,1435223646,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,what sort of control can I do with it,sort;control,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,you have control over the exposure the shutter speed the iso and of course all the framing and the autofocus it has full manual control,shutter speed;autofocus;manual control;framing;exposure;iso;course,73;PRESENT_X;SONY,0,73;PRESENT_X;SONY,0
229,1435223666,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see how high can the iso be,iso,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,the iso goes up to 3200 it's very good up to mid evening beyond that you will need a flash,mid evening;iso;flash,101;PRESENT_X;SONY,0,101;PRESENT_X;SONY,0
230,1435223683,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,and what about the exposure,exposure,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,the shutter speed can be set up to 30 seconds if you want to go faster than that it is not possible with this camera,shutter speed;camera,181;PRESENT_X;SONY,0,181;PRESENT_X;SONY,0
231,1435223697,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,how much does it cost,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,its only 550 dollars but it has $179 autofocus points you can hold autofocus across a wide range of movement and has a good sense of size,autofocus points;good sense;wide range;dollars;movement;size,166;PRESENT_X;SONY,0,166;PRESENT_X;SONY,0
232,1435223708,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,IC,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,can I ask how you uses camera when you travel,camera,86;PRESENT_X;SONY,0,86;PRESENT_X;SONY,0
233,1435223722,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,yeah I will be traveling with my family,family,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this is also very useful for family portraits it's designed around being practical and responsive while giving you that freedom to take great travel pics,great travel pics;family;freedom,241;PRESENT_X;SONY,0,241;PRESENT_X;SONY,0
234,1435223739,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,is it heavy though,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,please pick it up and see 470 grams,grams,80;PRESENT_X;SONY,0,80;PRESENT_X;SONY,0
235,1435223748,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,it seems like a good camera,good camera,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it is a little bit heavier than most point and shoots but a full professional camera can weigh two or three or even five kilograms,little bit;professional camera;kilograms;shoots;point,122;PRESENT_X;SONY,0,122;PRESENT_X;SONY,0
236,1435223766,151,PROACTIVE,PRESENT_X,SONY,ADVANCED,NONE,NONE,SONY,NONE,NONE,SONY,I see thanks for your help,thanks;help,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thank you for your time have a good afternoon,good afternoon;time,9;PRESENT_X;SONY,0,9;PRESENT_X;SONY,0
237,1435223795,152,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,NIKON,NIKON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,WAITING,NONE,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,0;WAITING;NONE,0,0;WAITING;NONE,0
238,1435223802,152,PROACTIVE,WAITING,NONE,ADVANCED,DOOR,CANON,CANON,NONE,NONE,SERVICE_COUNTER,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,CANON,CANON,good afternoon how can I help,good afternoon,1;PRESENT_X;CANON,0,1;PRESENT_X;CANON,0
239,1435223812,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,hi I'm interested in this camera,camera,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this is an excellent top end camera is the choice of most top end professionals,excellent top end;camera;choice;professionals,63;PRESENT_X;CANON,0,63;PRESENT_X;CANON,0
240,1435223824,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how good is the quality of the picture,quality;picture,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,this picture quality is the best it's the choice of NASA it's choice of portraits around the world you'll find this in every top professionals camera kit,professionals camera kit;choice;picture quality;NASA;portraits;world,4;PRESENT_X;CANON,BAD,4;PRESENT_X;CANON,BAD
241,1435223847,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,does it take good pictures at night,good pictures;night,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,yes some people use this to take pictures of the stars and create star trails,star trails;people;pictures;stars,232;PRESENT_X;CANON,0,232;PRESENT_X;CANON,0
242,1435223858,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,that's perfect how high can I set the ISO,ISO,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,for normal shooting the ISO is set to 6400 you can also bring it down to about 80 iso as well,normal shooting;ISO,318;PRESENT_X;CANON,0,318;PRESENT_X;CANON,0
243,1435223872,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,and what about the exposure,exposure,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,on a standard shutter speed exposure goes up to 30 seconds or longer than that you would need a timer and to go to bulb mode and then the exposure is indefinite,shutter speed exposure;bulb mode;timer,23;PRESENT_X;CANON,0,23;PRESENT_X;CANON,0
244,1435223895,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,you can see we are selling the body only we have a full range of lenses that would match this camera very well,lenses;camera;body;range,229;PRESENT_X;CANON,0,229;PRESENT_X;CANON,0
245,1435223906,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how much does the body weight,body weight,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,almost one kilogram and the lens would double the whole camera weight,camera weight;kilogram;lens,145;PRESENT_X;CANON,0,145;PRESENT_X;CANON,0
246,1435223918,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,NONE,NO_KEYWORD,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,is weight a problem,weight;problem,69;PRESENT_X;CANON,0,69;PRESENT_X;CANON,0
247,1435223923,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,no if it can take picture at night then it would be a very good option,good option;picture;night,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,we do have another camera over here whose picture quality is just as good but it's not so good at nighttime,picture quality;nighttime;camera,118;PRESENT_X;CANON,0,118;PRESENT_X;CANON,0
248,1435223941,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,how much does a swan cost,swan cost,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,the camera body is $2000 the lenses are extra,camera body;lenses,28;PRESENT_X;CANON,0,28;PRESENT_X;CANON,0
249,1435223951,152,PROACTIVE,PRESENT_X,CANON,ADVANCED,NONE,NONE,CANON,NONE,NONE,CANON,I see thanks for your help,thanks;help,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,thank you for your time have a good afternoon,good afternoon;time,9;PRESENT_X;CANON,0,9;PRESENT_X;CANON,0
250,1435223984,153,PROACTIVE,PRESENT_X,NIKON,NOVICE,DOOR,NIKON,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,DOOR,NIKON,NIKON,NONE,NONE,NIKON,good afternoon how can I help today looking for a camera,good afternoon;camera,1;NONE;NIKON,0,1;NONE;NIKON,0
251,1435223989,153,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,hi i am looking for a camera,camera,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,can I ask what sort of pictures you take,sort;pictures,5;PRESENT_X;NIKON,0,5;PRESENT_X;NIKON,0
252,1435224000,153,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I take pictures mostly about mostly of my family when we are on a vacation,vacation;pictures;family,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,this camera here is perfect for that,camera,53;PRESENT_X;NIKON,0,53;PRESENT_X;NIKON,0
253,1435224015,153,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,would you like to pick it up and try taking some pictures,pictures,211;PRESENT_X;NIKON,0,211;PRESENT_X;NIKON,0
254,1435224032,153,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,NONE,NO_KEYWORD,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,you can see it's very easy to use and very light,NO_KEYWORD,218;PRESENT_X;NIKON,0,218;PRESENT_X;NIKON,0
255,1435224038,153,PROACTIVE,PRESENT_X,NIKON,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,the quality doesn't look so good though do you have something a little more advanced,quality,PRESENT_X,SONY,NONE,NONE,NIKON,NIKON,SONY,SONY,yes we do we have a camera that takes excellent travel pictures and has full manual control,excellent travel pictures;manual control;camera,73;PRESENT_X;SONY,0,73;PRESENT_X;SONY,0
256,1435224044,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,NIKON,NIKON,SONY,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NIKON,SONY,SONY,NIKON,SONY,SONY,this is the Sony Alpha a6000 it's designed to take pictures as good as a top-end camera price and in an easy way,top-end camera price;Sony Alpha;easy way;pictures,168;PRESENT_X;SONY,0,168;PRESENT_X;SONY,0
257,1435224068,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,show me the features of this camera,camera;features,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it has full manual control so if you're feeling that little bit extra creative you want to take some lights at night time perhaps something you will be able to do that,little bit;manual control;night time;lights,332;PRESENT_X;SONY,0,332;PRESENT_X;SONY,0
258,1435224086,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,but also you can do some motion affects some artistic work,artistic work;motion,41;PRESENT_X;SONY,0,41;PRESENT_X;SONY,0
259,1435224093,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,and it takes family pictures very easily and they look beautiful,family pictures,81;PRESENT_X;SONY,BAD,81;PRESENT_X;SONY,BAD
260,1435224101,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,is it heavy,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,for a camera with this picture quality its lights but it is 500 grams pick it up and try,grams;camera;lights;picture,80;PRESENT_X;SONY,0,80;PRESENT_X;SONY,0
261,1435224121,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,would you like to take some photos with it,photos,167;PRESENT_X;SONY,0,167;PRESENT_X;SONY,0
262,1435224127,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,yeah,yeah,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,can you see the little zoom lever next to the picture replay,little zoom lever;picture replay,315;PRESENT_X;SONY,0,315;PRESENT_X;SONY,0
263,1435224148,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,we can open up the picture and zoom in on some details to make sure it's as clear as you  hope,zoom;picture;details,119;PRESENT_X;SONY,0,119;PRESENT_X;SONY,0
264,1435224156,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,that looks good,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it's only $550,NO_KEYWORD,12;PRESENT_X;SONY,0,12;PRESENT_X;SONY,0
265,1435224164,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,common black,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,yes it does,NO_KEYWORD,130;PRESENT_X;SONY,0,130;PRESENT_X;SONY,0
266,1435224170,153,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,that's perfect thank you for your help,help,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,thank you for your time have a good afternoon,good afternoon;time,9;PRESENT_X;SONY,0,9;PRESENT_X;SONY,0
267,1435224200,154,PROACTIVE,FACE_TO_FACE,NONE,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,hey I'm looking for a compact camera,compact camera,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,we have compact cameras into two styles very easy point and shoot cameras or some cameras with full manual control,compact cameras;easy point;manual control;styles,73;FACE_TO_FACE;NONE,0,73;FACE_TO_FACE;NONE,0
268,1435224219,154,PROACTIVE,FACE_TO_FACE,NONE,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,which one would you recommend,NO_KEYWORD,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,asked what sort of pictures you take,sort;pictures,5;FACE_TO_FACE;NONE,0,5;FACE_TO_FACE;NONE,0
269,1435224228,154,PROACTIVE,FACE_TO_FACE,NONE,NOVICE,NONE,NONE,NIKON,NONE,NONE,NIKON,I take pictures of nothing in particular just when I'm somewhere and,pictures,PRESENT_X,SONY,NONE,NONE,MIDDLE,MIDDLE,SONY,SONY,I understand I travel a lot myself and I never know what I'm going to see so I try to have a camera that will respond to what I see when I see it,camera,3;FACE_TO_FACE;NONE,BAD,3;FACE_TO_FACE;NONE,BAD
270,1435224259,154,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,NONE,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,this camera has full manual control but you can set it so it works almost like a point and shoot very easy to use,camera;control;point,317;PRESENT_X;SONY,0,317;PRESENT_X;SONY,0
271,1435224270,154,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,does it have any preset movesets,preset movesets,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it has nine basic preset modes that deal with different situations like beach or snow or night portrait,basic preset modes;different situations;night portrait;snow;beach,172;PRESENT_X;SONY,0,172;PRESENT_X;SONY,0
272,1435224286,154,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,what about the price,price,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,it's $550 and it takes the same top quality pictures as camera costing four time as more that makes it ideal for travel especially when you go to interesting new places,quality pictures;new places;camera;time;travel,115;PRESENT_X;SONY,0,115;PRESENT_X;SONY,0
273,1435224309,154,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,is it heavy,NO_KEYWORD,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,please pick it up and say,NO_KEYWORD,197;PRESENT_X;SONY,0,197;PRESENT_X;SONY,0
274,1435224316,154,PROACTIVE,PRESENT_X,SONY,NOVICE,NONE,NONE,SONY,NONE,NONE,SONY,it's a bit heavy,bit,PRESENT_X,NIKON,NONE,NONE,SONY,SONY,NIKON,NIKON,this is about 500 grams we have a much lighter camera over here,lighter camera;grams,80;PRESENT_X;SONY,0,80;PRESENT_X;SONY,0
